"idviv","idhogar","idindivsp","isla","isla3","c_nuts4","urb_rur","tper","tama_hogar","num_adultos","tipo_hogar","ing_hog","edif","nhabit","superf","problem_luz","problem_got","problem_humed","problem_suc","problem_olor","problem_ruina","problem_def","tenencia","gasto_tenencia","tv","tva","tvb","tvc","tvd","tve","tlf_fijo","ordenador","ordenador_no","nordenador_a","nordenador_b","nordenador_c","internet","internet_noa","internet_nob","internet_noc","internet_nod","internet_noe","internet_nof","econo_sub1","econo_sub2","econo_sub3a","econo_sub3b","econo_sub3c","econo_sub3d","econo_sub3e","econo_sub3f","econo_sub3g","econo_sub3h","econo_sub3i","econo_sub3j","econo1a","econo1b","econo1c","econo1d","econo2a","econo2b","econo2c","econo2d","econo3","econo3a","econo4","econo4a","sexosp","edadsp","ecivilsp","naciodsp","extranjsp","lnacsp","cod_lnacsp","resIBsp","estudiossp","actividadsp","ingresos_1asp","ingresos_1bsp","ingresos_1csp","ingresos_1dsp","ingresos_1esp","ingresos_1fsp","ingresos_2asp","ingresos_2bsp","ingresos_2csp","ingresos_2dsp","ingresos_2esp","ingresos_2fsp","factor_h"
"309_08530","309085301","30908530101","3","3","040709","2",1,"1",1,"01","03","3",3,50,"6","6","6","6","6","6","6","3","03","1","1","6","6","6","6","1","1","-1","1","1","0","6","6","6","6","1","6","6","3",1500,"1","1","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",59,"5","3","340","3","340","40","07","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",171.72189935
"309_08533","309085331","30908533101","3","3","040709","2",2,"2",2,"07","-8","1",5,150,"6","6","1","1","1","6","6","4","04","1","1","1","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",70,"1","1","-1","3","321","34","08","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",50.135531461
"309_08535","309085351","30908535101","3","3","040709","2",2,"2",2,"06","05","3",5,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",51,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",193.78089811
"309_08537","309085371","30908537101","3","3","040709","2",2,"2",1,"08","04","1",5,140,"6","6","6","6","1","1","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",44,"5","1","-1","1","-1","-1","05","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",287.63225568
"309_08538","309085381","30908538101","3","3","040709","2",1,"1",1,"01","03","3",4,80,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",55,"3","1","-1","1","-1","-1","04","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",204.28558294
"309_08539","309085391","30908539101","3","3","040709","2",2,"2",2,"07","02","2",4,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","3",2000,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",65,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",187.79706346
"309_08601","309086011","30908601101","3","3","040709","2",1,"1",1,"01","04","2",4,99,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","2","-1","-1","-1","6","6","6","6","1","6","6","3",2000,"1","6","6","6","6","6","6","1","6","1","1","6","6","6","2","-1","-1","-1","6","-1","6","-1","1",59,"2","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",189.406123
"309_08605","309086051","30908605101","3","3","040709","2",1,"1",1,"02","03","1",4,110,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",80,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",261.40310655
"309_08606","309086061","30908606102","3","3","040709","2",4,"4",4,"05","03","1",4,100,"6","6","6","6","1","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",58,"2","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",268.13723944
"309_08614","309086141","30908614102","3","3","040709","2",4,"4",4,"99","06","1",3,113,"6","6","6","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",3000,"1","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",64,"2","1","-1","2","7","34","02","1","6","1","6","6","6","6","-1","5","-1","-1","-1","-1",205.43220918
"309_08616","309086161","30908616101","3","3","040709","2",1,"1",1,"02","02","3",4,75,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1000,"6","6","6","6","6","6","1","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"4","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",144.76689252
"309_08618","309086181","30908618101","3","3","040709","2",2,"2",2,"99","05","1",4,80,"6","6","1","6","1","6","6","2","-1","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1500,"6","6","6","1","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",38,"1","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",201.15133416
"309_08619","309086191","30908619101","3","3","040709","2",3,"3",3,"05","05","1",5,100,"6","6","6","6","6","6","6","1","03","1","1","1","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","2",3000,"1","6","6","6","6","1","1","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",56,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",24.257575758
"309_08626","309086261","30908626101","3","3","040709","2",1,"1",1,"02","04","2",4,80,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1200,"1","6","6","6","6","6","6","6","6","1","1","6","6","6","3","-1","-1","-1","6","-1","6","-1","1",85,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",105.27944677
"309_08627","309086271","30908627102","3","3","040709","2",3,"3",3,"99","04","1",3,100,"6","6","6","6","6","6","6","3","03","1","1","6","6","1","6","6","1","-1","0","2","0","6","1","6","6","1","6","1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",58,"2","1","-1","3","409","24","03","3","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",140.59915637
"309_08631","309086311","30908631102","3","3","040709","2",4,"4",2,"04","04","1",2,60,"6","6","6","6","6","6","6","3","03","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",33,"2","3","345","3","345","12","08","3","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",377.84266796
"309_08632","309086321","30908632101","3","3","040709","2",1,"1",1,"01","02","2",6,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","3",2500,"1","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",64,"2","1","-1","2","15","50","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",144.76689252
"309_08633","309086331","30908633101","3","3","040709","2",1,"1",1,"01","04","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","6","6","6","6","1","6","6","3",2500,"1","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",144.76689252
"309_08702","309087021","30908702102","3","3","040709","2",3,"3",3,"09","-8","3",3,85,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","1","-1","0","1","0","6","1","6","6","6","6","6","3",1300,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",56,"5","1","-1","2","15","40","09","9","9","9","9","9","9","9","9","9","9","9","9","9",240.41272595
"309_08704","309087041","30908704101","3","3","040709","2",3,"3",3,"99","05","1",4,90,"6","6","6","1","6","6","6","3","03","1","1","1","6","6","6","6","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","2","1",26,"2","3","350","3","350","3","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",340.72568257
"309_08706","309087061","30908706101","3","3","040709","2",2,"2",2,"99","01","4",3,65,"6","6","6","1","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","1",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","2",62,"3","1","-1","1","-1","-1","02","3","6","6","6","1","6","6","-1","-1","-1","1","-1","-1",343.02589656
"309_08710","309087101","30908710102","3","3","040709","2",3,"3",3,"05","06","1",5,125,"6","6","6","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",53,"2","1","-1","2","12","44","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",253.57808813
"309_08712","309087121","30908712101","3","3","040709","2",1,"1",1,"02","03","3",4,85,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",70,"5","1","-1","1","-1","-1","06","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",105.27944677
"309_08713","309087131","30908713101","3","3","040709","2",2,"2",2,"99","02","4",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","1","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","4",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",53,"1","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",250.89842172
"309_08717","309087171","30908717101","3","3","040709","2",1,"1",1,"02","02","3",4,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"5","1","-1","1","-1","-1","05","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",144.76689252
"309_08718","309087181","30908718101","3","3","040709","2",2,"2",2,"06","01","3",3,120,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"2","1","-1","2","4","24","04","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",304.37050074
"309_08720","309087201","30908720101","3","3","040709","2",1,"1",1,"01","04","1",3,68,"6","6","6","6","6","6","6","1","02","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",1500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",45,"1","1","-1","2","7","41","05","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",299.99572563
"309_08721","309087211","30908721101","3","3","040709","2",1,"1",1,"01","04","1",3,130,"6","6","6","1","1","6","1","1","03","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1500,"1","6","6","6","6","1","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",60,"5","1","-1","2","5","34","08","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",144.76689252
"309_08723","309087231","30908723101","3","3","040709","2",2,"2",2,"07","06","1",6,180,"6","6","6","1","1","6","6","1","02","1","1","1","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",2000,"6","6","6","6","6","6","6","1","6","6","1","6","6","6","3","-1","-1","-1","6","-1","6","-1","2",72,"2","1","-1","1","-1","-1","04","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",166.77174549
"309_08724","309087241","30908724101","3","3","040709","2",2,"2",2,"06","-8","3",8,170,"6","6","6","1","6","6","6","2","-1","1","1","6","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",64,"2","1","-1","2","13","39","08","3","6","6","1","6","6","6","-1","-1","-8","-1","-1","-1",149.14166763
"309_08726","309087261","30908726101","3","3","040709","2",3,"3",3,"99","01","3",3,80,"6","6","6","6","6","6","6","3","03","1","1","6","6","6","6","6","1","-1","0","1","0","6","1","6","6","6","6","6","2",1800,"6","6","6","6","6","1","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","2",31,"1","3","342","3","342","5","06","1","6","1","6","6","6","6","-1","2","-1","-1","-1","-1",397.3859235
"309_08731","309087311","30908731101","3","3","040709","2",1,"1",1,"02","02","2",4,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","4",1000,"6","6","6","6","6","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",73,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",261.40310655
"309_08739","309087391","30908739101","3","3","040709","2",2,"2",2,"99","02","3",4,110,"6","6","6","6","6","6","6","4","03","1","1","6","6","6","6","1","1","-1","0","2","0","1","-1","-1","-1","-1","-1","-1","2",1500,"1","6","6","6","6","6","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","1",32,"1","3","340","3","340","10","07","1","6","1","6","6","6","6","-1","3","-1","-1","-1","-1",390.38639939
"309_08802","309088021","30908802103","3","3","040709","2",4,"4",3,"11","-8","1",7,140,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",58,"2","1","-1","1","-1","-1","03","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",133.47731106
"309_08805","309088051","30908805101","3","3","040709","2",1,"1",1,"02","02","2",4,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","6","6","6","6","6","1","6","3",1200,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",78,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",105.27944677
"309_08806","309088061","30908806101","3","3","040709","2",3,"3",3,"99","03","1",4,120,"6","6","6","1","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","2","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",26,"1","1","-1","1","-1","-1","02","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",315.76536428
"309_08808","309088081","30908808102","3","3","040709","2",5,"5",3,"11","04","1",4,120,"6","6","6","6","6","6","6","1","03","1","1","6","1","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",35,"2","1","-1","2","15","10","03","3","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",385.14904401
"309_08810","309088101","30908810101","3","3","040709","2",2,"2",1,"08","03","1",3,70,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",49,"4","1","-1","2","10","25","05","3","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",161.98534469
"309_08811","309088111","30908811101","3","3","040709","2",1,"1",1,"01","02","1",3,110,"6","6","6","6","6","6","6","3","03","1","1","6","6","1","6","6","6","1","-1","-1","-1","6","1","6","6","6","6","6","3",3000,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",26,"1","3","115","3","115","1","02","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",264.21184375
"309_08812","309088121","30908812102","3","3","040709","2",4,"4",2,"04","04","1",3,80,"6","6","6","6","6","6","6","2","-1","1","1","1","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",3500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",39,"2","1","-1","1","-1","-1","03","3","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",186.09721727
"309_08813","309088131","30908813101","3","3","040709","2",1,"1",1,"01","04","2",4,90,"6","6","6","6","6","6","6","1","02","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",1500,"1","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",39,"4","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",306.98545685
"309_08815","309088151","30908815101","3","3","040709","2",1,"1",1,"01","-8","2",7,120,"6","6","6","6","6","6","6","1","-8","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","4",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",47,"3","1","-1","2","15","45","04","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",299.99572563
"309_08817","309088171","30908817102","3","3","040709","2",3,"3",3,"05","04","1",3,90,"6","6","1","6","6","6","6","2","-1","1","1","6","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"2","1","-1","2","15","40","02","3","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",223.67792466
"309_08818","309088181","30908818101","3","3","040709","2",3,"3",2,"03","03","1",2,60,"6","6","1","6","6","6","6","3","02","1","1","6","6","6","6","6","1","-1","0","1","0","6","6","6","1","1","6","1","2",2000,"1","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"2","3","343","3","343","10","03","3","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",78.916369281
"309_08821","309088211","30908821101","3","3","040709","2",4,"4",2,"04","06","1",3,100,"6","6","1","6","1","6","6","2","-1","1","1","6","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",36,"2","1","-1","1","-1","-1","08","3","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",360.28751548
"309_08822","309088221","30908822101","3","3","040709","2",1,"1",1,"01","03","1",4,90,"6","6","6","6","6","6","6","2","-1","1","1","1","1","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1500,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",144.76689252
"309_08823","309088231","30908823101","3","3","040709","2",4,"4",3,"11","04","1",3,90,"6","6","1","1","6","6","6","3","03","1","1","6","6","6","6","6","6","2","-1","-1","-1","6","6","6","6","1","6","1","3",3500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",37,"1","3","345","3","345","7","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",35.389468049
"309_08824","309088241","30908824101","3","3","040709","2",1,"1",1,"01","03","1",4,110,"6","6","6","1","6","6","6","3","03","1","6","6","6","6","1","6","1","-1","0","1","0","6","1","6","6","1","6","1","2",4000,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",50,"2","3","407","3","407","10","05","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",186.60135929
"309_08827","309088271","30908827101","3","3","040709","2",1,"1",1,"01","04","2",4,100,"6","6","1","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","0","1","0","6","6","6","6","1","6","6","3",3000,"1","6","6","6","6","1","1","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",62,"3","3","343","3","343","10","02","2","6","6","6","1","6","6","-1","-1","-1","2","-1","-1",225.25675511
"309_08835","309088351","30908835102","3","3","040709","2",4,"4",2,"04","03","1",3,95,"6","6","6","1","6","6","6","2","-1","1","1","6","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",4000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",42,"2","1","-1","1","-1","-1","03","3","6","1","6","6","6","6","-1","3","-1","-1","-1","-1",364.50054588
"309_08837","309088371","30908837101","3","3","040709","2",2,"2",2,"06","03","1",3,75,"6","6","6","1","6","6","6","2","-1","1","1","1","1","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1500,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",59,"2","1","-1","1","-1","-1","07","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",149.14166763
"309_08838","309088381","30908838102","3","3","040709","2",2,"2",2,"06","04","1",4,110,"6","6","6","1","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",59,"2","1","-1","1","-1","-1","04","3","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",232.43629393
"309_08901","309089011","30908901102","3","3","040709","2",2,"2",2,"06","06","4",3,84,"6","1","6","1","6","6","1","2","-1","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",36,"1","1","-1","1","-1","-1","06","2","6","6","6","1","1","6","-1","-1","-1","4","4","-1",393.60662314
"309_08902","309089021","30908902102","3","3","040709","2",2,"2",2,"07","04","1",6,103,"6","6","1","6","6","6","6","2","-1","1","6","6","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",500,"6","6","6","6","6","6","6","6","6","6","1","6","6","6","3","-1","-1","-1","6","-1","6","-1","1",71,"5","3","125","3","125","29","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",149.94022173
"309_08904","309089041","30908904101","3","3","040709","2",4,"4",2,"04","04","4",4,110,"6","6","6","1","6","6","6","1","03","1","1","1","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",3500,"6","6","6","1","6","1","6","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","2","1",40,"2","2","340","3","340","10","03","1","1","1","6","6","6","6","3","3","-1","-1","-1","-1",313.29442246
"309_08905","309089051","30908905101","3","3","040709","2",1,"1",1,"01","04","1",6,80,"1","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","1","6","6","6","6","2",3000,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","2","1",27,"1","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",374.24403076
"309_08905","309089052","30908905201","3","3","040709","2",3,"3",3,"05","04","1",6,80,"1","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","1","6","6","6","1","2",3000,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","2","2",57,"2","1","-1","1","-1","-1","03","2","6","6","6","6","1","6","-1","-1","-1","-1","2","-1",211.81998279
"309_08906","309089061","30908906101","3","3","040709","2",1,"1",1,"01","03","3",3,90,"6","6","1","6","6","6","6","4","01","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","1","3",600,"6","6","1","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"1","1","-1","2","15","24","03","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",398.27306073
"309_08907","309089071","30908907101","3","3","040709","2",5,"5",2,"04","04","2",5,100,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","6","1","6","6","6","6","1","5",2000,"6","6","6","6","6","6","6","1","6","6","6","6","1","6","-1","-1","2","-1","6","-1","6","-1","2",43,"2","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",755.09088122
"309_08908","309089081","30908908101","3","3","040709","2",4,"4",2,"04","05","1",5,125,"1","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","1","6","1","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","5","1",44,"2","1","-1","1","-1","-1","06","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",380.8548893
"309_08909","309089091","30908909101","3","3","040709","2",4,"4",3,"11","04","1",5,95,"6","6","1","6","6","6","6","3","03","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","1","6","6","1","6","6","2",2500,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",52,"1","1","-1","3","343","10","02","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",214.52022851
