"idviv","idhogar","idindivsp","isla","isla3","c_nuts4","urb_rur","tper","tama_hogar","num_adultos","tipo_hogar","ing_hog","edif","nhabit","superf","problem_luz","problem_got","problem_humed","problem_suc","problem_olor","problem_ruina","problem_def","tenencia","gasto_tenencia","tv","tva","tvb","tvc","tvd","tve","tlf_fijo","ordenador","ordenador_no","nordenador_a","nordenador_b","nordenador_c","internet","internet_noa","internet_nob","internet_noc","internet_nod","internet_noe","internet_nof","econo_sub1","econo_sub2","econo_sub3a","econo_sub3b","econo_sub3c","econo_sub3d","econo_sub3e","econo_sub3f","econo_sub3g","econo_sub3h","econo_sub3i","econo_sub3j","econo1a","econo1b","econo1c","econo1d","econo2a","econo2b","econo2c","econo2d","econo3","econo3a","econo4","econo4a","sexosp","edadsp","ecivilsp","naciodsp","extranjsp","lnacsp","cod_lnacsp","resIBsp","estudiossp","actividadsp","ingresos_1asp","ingresos_1bsp","ingresos_1csp","ingresos_1dsp","ingresos_1esp","ingresos_1fsp","ingresos_2asp","ingresos_2bsp","ingresos_2csp","ingresos_2dsp","ingresos_2esp","ingresos_2fsp","factor_h"
"106_05407","106054071","10605407101","1","1","040706","1",1,"1",1,"02","02","2",3,90,"6","6","1","1","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",65,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",252.12093766
"106_05410","106054101","10605410101","1","1","040706","1",2,"2",2,"06","05","1",5,140,"6","6","6","6","6","6","6","1","02","1","1","6","6","6","6","6","6","3","-1","-1","-1","6","6","6","6","6","1","6","3",2500,"1","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",60,"2","1","-1","1","-1","-1","05","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",122.94586646
"106_05411","106054111","10605411101","1","1","040706","1",1,"1",1,"02","02","2",3,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","6","6","6","6","1","4",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",88,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",192.32609111
"106_05413","106054131","10605413101","1","1","040706","1",2,"2",2,"07","04","2",6,120,"6","1","1","6","6","6","1","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1500,"1","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",75,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",62.295232157
"106_05418","106054181","10605418101","1","1","040706","1",1,"1",1,"02","02","2",6,120,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","1","6","6","6","6","3",1000,"1","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",77,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",192.32609111
"106_05419","106054191","10605419101","1","1","040706","1",2,"2",2,"99","03","2",6,150,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","2",1200,"1","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",54,"1","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","1","-1","-1","-1",14.477659574
"106_05424","106054241","10605424101","1","1","040706","1",2,"2",2,"06","04","2",4,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","2","1","0","1","-1","-1","-1","-1","-1","-1","4",3700,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",47,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",116.5951709
"106_05425","106054251","10605425101","1","1","040706","1",1,"1",1,"01","04","2",4,90,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",3500,"6","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",37,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",302.47878912
"106_05428","106054281","10605428101","1","1","040706","1",1,"1",1,"01","03","3",2,80,"6","6","6","6","6","6","6","1","01","1","1","6","6","6","6","6","1","-1","0","1","0","6","1","6","6","6","6","6","5",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",53,"1","1","-1","2","14","25","06","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",190.45031021
"106_05503","106055031","10605503101","1","1","040706","1",4,"4",4,"99","05","2",11,200,"6","6","1","1","6","6","6","5","01","1","1","1","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",58,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",169.86567213
"106_05504","106055041","10605504101","1","1","040706","1",3,"3",2,"03","05","3",8,103,"6","6","6","1","1","6","6","1","03","1","1","1","6","6","6","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","3",3500,"6","6","6","6","6","6","6","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",30,"5","1","-1","2","1","11","05","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",14.477659574
"106_05505","106055051","10605505101","1","1","040706","1",2,"2",2,"06","05","2",6,120,"1","6","1","6","6","6","6","5","01","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",500,"6","6","6","6","6","6","6","6","6","6","1","6","6","6","2","-1","-1","-1","6","-1","6","-1","1",39,"1","1","-1","1","-1","-1","06","1","1","1","6","6","6","6","2","3","-1","-1","-1","-1",65.381910277
"106_05509","106055091","10605509101","1","1","040706","1",3,"3",3,"05","04","3",7,140,"1","6","6","1","6","6","1","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","1","6","6","1","1","6","4",1000,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",75,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",125.39201725
"106_05510","106055101","10605510101","1","1","040706","1",3,"3",2,"10","02","3",4,70,"6","1","1","6","1","1","1","3","02","1","1","6","6","6","6","6","6","2","-1","-1","-1","6","1","6","6","1","6","6","1",1400,"1","6","1","6","6","1","1","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","2",44,"2","3","345","3","345","7","02","1","1","6","6","6","6","6","2","-1","-1","-1","-1","-1",365.70860051
"106_05513","106055131","10605513101","1","1","040706","1",2,"2",2,"06","05","1",6,250,"6","6","6","6","6","6","6","1","05","1","1","1","6","1","6","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","4",2500,"6","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",34,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",65.381910277
"106_05514","106055141","10605514102","1","1","040706","1",8,"5",6,"99","06","1",9,350,"6","6","1","6","6","6","6","1","05","1","1","1","6","6","6","1","1","-1","1","3","0","1","-1","-1","-1","-1","-1","-1","2",6000,"1","6","6","1","6","1","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",48,"2","1","-1","1","-1","-1","05","1","6","1","6","6","6","6","-1","5","-1","-1","-1","-1",566.30127266
"106_05515","106055151","10605515101","1","1","040706","1",3,"3",2,"03","05","1",6,90,"6","6","1","1","6","1","6","1","02","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",1000,"6","1","1","1","1","1","6","1","6","1","6","1","6","6","-1","3","-1","-1","6","-1","6","-1","1",28,"2","1","-1","1","-1","-1","06","2","6","1","6","6","1","6","-1","3","-1","-1","2","-1",77.278486116
"106_05516","106055161","10605516101","1","1","040706","1",4,"4",3,"11","04","3",5,95,"6","6","1","1","1","6","1","2","-1","1","1","1","6","6","6","1","1","-1","2","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"1","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"2","1","-1","2","11","25","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",14.477659574
"106_05517","106055171","10605517101","1","1","040706","1",2,"2",2,"06","04","1",8,200,"6","6","6","6","6","6","6","2","-1","1","1","6","6","1","6","1","6","3","-1","-1","-1","6","6","1","6","6","6","6","5",2000,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",60,"2","1","-1","2","10","12","03","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",122.94586646
"106_05518","106055181","10605518101","1","1","040706","1",1,"1",1,"01","04","3",3,50,"6","6","1","1","6","6","1","1","03","1","1","6","6","6","6","6","1","-1","1","0","0","6","1","6","6","6","6","6","1",2500,"6","6","6","1","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",34,"1","1","-1","2","13","10","03","3","6","1","6","6","6","6","-1","5","-1","-1","-1","-1",302.47878912
"106_05527","106055271","10605527101","1","1","040706","1",2,"2",2,"09","01","2",7,200,"6","6","1","6","6","6","6","1","02","1","1","1","6","6","6","6","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","2",1000,"1","6","6","1","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"2","1","-1","1","-1","-1","03","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",39.884300288
"106_05528","106055281","10605528101","1","1","040706","1",3,"3",2,"03","04","3",6,92,"6","6","1","1","1","6","6","1","03","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"1","6","6","6","1","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",47,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","3","-1","-1","-1","-1",14.477659574
"106_05530","106055301","10605530101","1","1","040706","1",2,"2",2,"06","04","3",5,90,"1","6","6","6","1","6","6","1","-8","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","2",2000,"6","6","6","6","6","1","6","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"2","1","-1","1","-1","-1","01","2","6","6","6","6","1","6","-1","-1","-1","-1","2","-1",121.02971713
"106_05531","106055311","10605531101","1","1","040706","1",2,"2",2,"06","04","2",5,150,"1","6","6","1","1","6","6","3","03","1","1","1","1","1","6","1","1","-1","0","3","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",48,"2","3","126","3","126","8","04","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",352.38186971
"106_05537","1060553721","106055372102","1","1","040706","1",4,"4",2,"04","04","3",5,82,"6","6","1","6","6","6","6","1","03","1","1","6","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",2000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",41,"2","1","-1","2","8","12","02","2","6","6","6","6","1","6","-1","-1","-1","-1","3","-1",27.523846415
"106_05538","1060553821","106055382101","1","1","040706","1",4,"4",2,"04","04","3",5,200,"6","6","6","6","6","6","6","3","03","1","1","6","6","6","6","1","1","-1","1","3","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",33,"1","1","-1","1","-1","-1","04","2","6","6","6","6","1","6","-1","-1","-1","-1","3","-1",189.74117624
"106_05602","106056021","10605602101","1","1","040706","1",3,"3",3,"05","05","3",7,90,"6","6","6","6","1","6","6","1","02","1","1","1","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",2500,"1","6","6","6","6","1","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",42,"2","3","126","3","126","21","03","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",61.108251921
"106_05609","106056091","10605609101","1","1","040706","1",3,"3",2,"99","03","3",5,96,"6","6","6","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1200,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",65,"2","1","-1","2","12","32","02","1","6","1","6","6","6","6","-1","4","-1","-1","-1","-1",14.477659574
"106_05614","106056141","10605614101","1","1","040706","1",2,"2",2,"06","04","3",5,78,"6","6","6","1","6","6","6","1","03","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"1","6","6","6","6","1","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",36,"2","3","340","3","340","8","04","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",183.27525968
"106_05616","106056161","10605616101","1","1","040706","1",2,"2",2,"06","04","3",4,80,"6","1","6","6","6","1","6","1","03","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",1300,"1","6","6","1","6","1","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",32,"1","1","-1","2","2","9","03","2","6","6","6","6","1","6","-1","-1","-1","-1","2","-1",58.342191413
"106_05617","106056171","10605617101","1","1","040706","1",2,"2",2,"06","-8","3",4,100,"1","6","6","6","6","6","6","2","-1","1","1","6","6","1","6","6","1","-1","1","0","0","6","6","6","6","6","6","1","2",2000,"1","6","6","6","6","6","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",27,"1","3","234","3","234","8","03","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",270.04394044
"106_05618","106056181","10605618101","1","1","040706","1",3,"3",2,"10","04","3",4,80,"6","1","1","6","1","6","6","1","01","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",2000,"6","6","6","6","6","1","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",48,"3","1","-1","2","11","20","02","2","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",14.477659574
"106_05620","106056201","10605620101","1","1","040706","1",5,"5",4,"11","04","3",6,170,"6","6","6","6","1","6","6","1","03","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1500,"6","6","1","6","1","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",47,"2","1","-1","2","12","20","03","2","6","6","6","6","1","6","-1","-1","-1","-1","3","-1",99.253043866
"106_05621","106056211","10605621101","1","1","040706","1",2,"2",2,"07","05","1",7,200,"6","6","6","6","6","6","6","2","-1","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",1000,"6","6","6","6","6","6","6","6","6","6","1","6","6","6","4","-1","-1","-1","6","-1","6","-1","1",76,"2","1","-1","1","-1","-1","04","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",122.09007872
"106_05622","106056221","10605622101","1","1","040706","1",1,"1",1,"01","02","3",5,100,"6","6","6","6","6","6","6","1","03","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","2",2500,"6","6","6","1","6","1","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",55,"1","1","-1","2","7","44","04","1","6","1","6","6","6","6","-1","3","-1","-1","-1","-1",190.45031021
"106_05624","1060562421","106056242101","1","1","040706","1",3,"3",2,"03","05","3",5,90,"6","6","1","1","6","6","6","3","03","1","1","6","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",48,"2","1","-1","3","350","6","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",14.477659574
"106_05632","106056321","10605632102","1","1","040706","1",4,"4",4,"05","04","2",4,80,"1","1","1","1","6","6","6","4","02","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"2","1","-1","2","15","27","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",93.719441495
"106_05633","106056331","10605633102","1","1","040706","1",3,"3",2,"03","02","3",5,80,"6","6","1","6","6","6","6","3","02","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","1","6","1","6","6","6","1","6","6","-1","1","-1","-1","6","-1","6","-1","1",38,"1","3","122","3","122","4","04","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",383.97278718
"106_05639","106056391","10605639101","1","1","040706","1",2,"2",2,"07","03","1",5,110,"6","1","1","1","6","6","6","1","02","1","1","6","6","6","6","6","6","2","-1","-1","-1","6","6","1","6","1","6","6","1",2000,"1","6","6","6","6","1","1","1","1","1","6","6","6","6","-1","-1","-1","-1","1","1","6","-1","2",61,"2","1","-1","2","11","22","02","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",121.02971713
"107_05703","1070570311","107057031102","1","1","040707","2",4,"4",4,"99","03","3",3,25,"1","1","1","1","1","1","1","3","02","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","6","6","1","6","6","1",1000,"1","1","1","6","6","1","1","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",76,"3","1","-1","2","15","30","01","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",1083.7220833
"107_05707","107057071","10705707101","1","1","040707","2",3,"3",3,"09","04","3",5,100,"1","6","6","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","2","0","1","-1","-1","-1","-1","-1","-1","3",1600,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",48,"5","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",869.80678188
"107_05708","107057081","10705708102","1","1","040707","2",2,"2",2,"06","04","3",6,160,"6","6","6","6","6","6","6","2","-1","1","1","1","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",1000,"6","6","6","6","6","1","6","6","1","6","1","6","6","6","2","-1","-1","-1","6","-1","1","2","1",58,"2","1","-1","2","12","35","08","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",365.12318738
"107_05715","1070571511","107057151101","1","1","040707","2",1,"1",1,"02","03","3",4,75,"1","6","6","1","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","4",1200,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","2",66,"5","2","110","3","110","21","04","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",336.11398449
"107_05718","1070571811","107057181101","1","1","040707","2",4,"4",4,"05","05","3",4,84,"6","6","6","6","6","6","6","4","02","1","1","6","6","1","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","6","1",3000,"1","6","6","6","6","6","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",53,"2","1","-1","1","-1","-1","02","1","1","6","6","6","6","6","1","-1","-1","-1","-1","-1",1142.3576211
"107_05720","107057201","10705720101","1","1","040707","2",3,"3",3,"05","06","3",7,120,"6","6","6","6","6","6","6","2","-1","1","1","1","1","6","6","1","1","-1","2","1","0","1","-1","-1","-1","-1","-1","-1","4",3500,"6","6","6","6","6","6","1","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",60,"2","1","-1","1","-1","-1","07","1","1","1","1","6","6","6","-8","5","4","-1","-1","-1",392.68921359
"107_05722","107057221","10705722102","1","1","040707","2",2,"2",2,"06","06","3",7,160,"6","6","1","1","1","6","6","2","-1","1","1","1","6","6","6","1","1","-1","0","2","0","1","-1","-1","-1","-1","-1","-1","5",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",41,"2","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",716.4678876
"107_05724","107057241","10705724102","1","1","040707","2",2,"2",2,"06","05","3",2,38,"1","6","6","1","1","6","6","3","-8","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","1","6","6","6","6","6","5",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",39,"2","3","340","3","340","4","02","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",1225.8711931
"107_05725","107057251","10705725102","1","1","040707","2",2,"2",2,"06","05","3",3,60,"6","6","6","1","6","6","6","1","04","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",1500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"2","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",409.03166274
"107_05728","107057281","10705728101","1","1","040707","2",2,"2",2,"09","-8","3",7,130,"6","6","6","6","1","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",1000,"6","6","6","6","6","6","6","1","6","6","1","6","6","6","3","-1","-1","-1","6","-1","6","-1","2",68,"3","1","-1","1","-1","-1","05","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",509.58182444
"107_05731","1070573111","107057311101","1","1","040707","2",1,"1",1,"02","-8","3",2,40,"6","6","6","6","1","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","1","6","6","1","6","5",600,"6","6","6","6","6","6","6","6","6","6","1","6","6","6","1","-1","-1","-1","6","-1","6","-1","2",82,"3","1","-1","3","343","82","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",870.88266342
"107_05733","1070573311","107057331101","1","1","040707","2",1,"1",1,"02","03","3",3,64,"1","6","6","6","6","6","6","3","02","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","1","2",1000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"1","1","-1","2","8","37","05","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",565.61241609
"107_05734","107057341","10705734102","1","1","040707","2",2,"2",2,"07","-8","3",6,130,"6","6","6","6","1","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",2500,"1","6","6","6","6","6","6","6","6","1","1","6","6","6","2","-1","-1","-1","6","-1","1","1","2",78,"2","1","-1","1","-1","-1","02","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",1053.4173354
"107_05735","107057351","10705735101","1","1","040707","2",2,"2",2,"06","04","3",8,100,"6","6","6","6","1","6","6","1","02","1","1","6","1","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","2",2000,"1","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","1","1",52,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",365.12318738
"107_05737","107057371","10705737101","1","1","040707","2",4,"4",3,"99","04","3",5,80,"6","6","6","6","1","6","6","1","03","1","6","6","1","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","2",2000,"1","6","6","1","6","6","1","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",51,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",53.49351145
"107_05738","107057381","10705738102","1","1","040707","2",3,"3",2,"03","06","2",8,75,"6","6","1","6","6","6","6","1","04","1","6","6","1","6","6","1","1","-1","1","2","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",39,"1","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",92.575297027
"107_05801","1070580111","107058011101","1","1","040707","2",1,"1",1,"02","-8","3",4,80,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","6","6","6","6","6","6","1","1",1500,"6","6","6","6","6","6","6","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",73,"3","1","-1","1","-1","-1","04","3","6","6","1","6","6","6","-1","-1","-8","-1","-1","-1",428.97869608
"107_05803","107058031","10705803101","1","1","040707","2",1,"1",1,"02","02","3",4,85,"6","6","6","1","6","6","6","2","-1","1","1","6","6","1","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","6",600,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","-8","2",70,"5","3","102","3","102","38","02","3","6","6","1","6","6","1","-1","-1","-8","-1","-1","-8",1154.3830821
"107_05804","107058041","10705804102","1","1","040707","2",3,"3",3,"05","05","3",5,75,"6","6","1","6","6","6","6","1","03","1","1","1","1","6","6","1","1","-1","3","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"1","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",57,"1","1","-1","2","12","33","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",702.64347824
"107_05805","107058051","10705805102","1","1","040707","2",2,"2",2,"07","05","3",5,100,"6","6","6","6","6","6","6","1","01","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","6","6","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",63,"2","1","-1","2","7","36","07","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",371.78195778
"107_05812","107058121","10705812101","1","1","040707","2",3,"3",3,"99","05","3",3,85,"6","6","6","1","6","6","6","1","02","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","2",2000,"1","6","6","1","6","1","6","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",49,"4","1","-1","2","15","38","02","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",893.67526266
"107_05813","107058131","10705813101","1","1","040707","2",1,"1",1,"01","-8","3",4,70,"6","6","6","1","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","5",1500,"6","6","6","6","6","6","6","6","6","1","1","6","6","6","3","-1","-1","-1","6","-1","6","-1","2",56,"1","1","-1","2","7","38","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",290.86042618
