vcf	ndvi	leaf	albedo
19.3125	0.5987	28.02174	0.1558958
41.125	0.7398348	38.71739	0.149831
58.375	0.7214826	40.97826	0.1465682
41.5	0.6668261	16.76087	0.1413958
26.875	0.7348261	41.5	0.143491
52.375	0.7457261	44.78261	0.1417026
50.75	0.7511305	40.30435	0.1383184
49.0625	0.758787	42.08696	0.1400193
49.0625	0.6955391	40.76087	0.1421537
50	0.7545956	42.93478	0.1388369
63.0625	0.7536522	39.21739	0.1374325
48.625	0.6623217	31.30435	0.1362692
26.5625	0.6151304	15.36957	0.1442592
27.3125	0.5906739	14.63043	0.1451212
21.6875	0.5409261	23.13043	0.1443966
20.375	0.5229826	23.69565	0.1450394
30.6875	0.6242348	27.78261	0.1418144
21.0625	0.6209261	30.8913	0.1445135
27.5	0.6032739	30.32609	0.1460986
15.625	0.4956391	18.56522	0.1479545
10.8125	0.5269392	19.95652	0.1525967
12.0625	0.5764435	27.13043	0.14915
25.25	0.6115783	30.97826	0.1440275
34.125	0.6139305	32.67391	0.1391091
37.0625	0.602713	29.69565	0.1422694
25.125	0.5863174	27.52174	0.14265
21	0.6034392	17	0.1417833
37.25	0.7104739	21.28261	0.1404989
45	0.6658348	18.34783	0.143875
46.4375	0.6547869	33.15217	0.1324055
15.5	0.6025478	16.93478	0.135619
11.9375	0.5453522	13.17391	0.1458592
13.375	0.5644087	13.58696	0.1467917
11.5625	0.5383869	12.43478	0.1508125
8.75	0.5726218	27.17391	0.1567901
11.875	0.5798435	27.04348	0.1537282
27.8125	0.7220391	38.6087	0.1527612
42	0.7443478	41.91304	0.149332
38	0.6848739	34.93478	0.1482401
35.9375	0.6041957	31.63043	0.143653
30.6875	0.638387	35.6087	0.1457931
32.1875	0.6462609	36.91304	0.1524334
44	0.7166305	35.30435	0.1476683
63.8125	0.7369609	42.97826	0.1415563
57.625	0.7214	39.1087	0.1400833
31.875	0.7206435	38.76087	0.1413718
43.25	0.7502609	46.15217	0.1428734
47	0.7857435	45.56522	0.1440952
51	0.7717435	45.28261	0.1415942
39.9375	0.7402043	45.41304	0.1413712
43.0625	0.7002261	41.17391	0.1400281
49.5625	0.7222478	38.65217	0.1395759
51	0.6741565	9.934783	0.1410595
26.0625	0.5872957	14.15217	0.1457369
19.75	0.5702869	14.15217	0.1477651
25.875	0.6064435	14.3913	0.153219
30	0.6334044	16.45652	0.1493581
20.3125	0.5752	28.76087	0.1455251
15.8125	0.5374391	25.71739	0.1492603
10.8125	0.5357478	22.67391	0.1496082
8.8125	0.4769	6.673913	0.1518955
11.3125	0.4928913	11.84783	0.1508542
11.6875	0.5265566	13.04348	0.155161
13.625	0.5466826	25.73913	0.1532566
17.375	0.5722696	24.56522	0.1438194
9.75	0.5249174	24.36957	0.1470136
10.125	0.547487	12.58696	0.1504318
16.6875	0.6489609	30.34783	0.141476
19.625	0.5535957	11.04348	0.1410849
5.0625	0.5375	12.95652	0.1541321
14.4375	0.5978131	16.36957	0.1470913
34.5625	0.6005391	10.69565	0.1448157
36.875	0.5835261	24.56522	0.1466047
5.875	0.5077	17.30435	0.1558083
9.5625	0.6420956	33.82609	0.1597436
16.8125	0.6926913	38.69565	0.1516374
37.125	0.6980913	39.58696	0.1397724
53.25	0.672087	35.02174	0.1404121
39.8125	0.6494783	34.08696	0.1456173
29.75	0.6859522	38.82609	0.1456174
53.75	0.6928913	37.32609	0.142542
48.5625	0.7164087	41.17391	0.1418959
44.75	0.6748043	36.54348	0.1371804
38.25	0.6844913	35.58696	0.1409822
39.6875	0.6770913	40.17391	0.1429452
37.875	0.7043261	40.78261	0.1437979
30.6875	0.6631305	37.41304	0.1413367
21.5	0.648887	35.26087	0.1403785
25.875	0.6980783	36.28261	0.1408776
33.875	0.7296044	41.1087	0.1435619
46.25	0.728313	21.80435	0.1424191
40.1875	0.5759391	14.93478	0.143468
24.75	0.5638782	13.78261	0.1471341
41	0.6689044	18.56522	0.1481516
25.1875	0.5819261	14.58696	0.1482317
17.125	0.5665174	14.19565	0.1484607
19	0.5780131	14.80435	0.150617
10.3125	0.5335391	12.69565	0.1574848
11.9375	0.5392044	20.69565	0.1592348
12.875	0.5213913	12.30435	0.1542746
11.375	0.5046217	12.73913	0.1551023
12	0.5438305	13.6087	0.1530019
10.5625	0.5696782	28.41304	0.147806
12.5625	0.5256348	13.67391	0.146934
9.6875	0.5298	12.6087	0.1519539
23.6875	0.639087	30.69565	0.1361589
8.3125	0.5038304	13.13043	0.164125
14.125	0.5332826	12.93478	0.1526962
16.5625	0.6105087	15.19565	0.1487821
23.625	0.656413	33.63044	0.1503905
19.5	0.5902304	29.34783	0.1515783
9.4375	0.5415391	20.6087	0.1493229
13.5	0.5144957	19.95652	0.1506056
26.375	0.6163826	32.80435	0.1421643
46.875	0.6870435	37.47826	0.1383348
43.4375	0.6795782	37.1087	0.1424311
30.25	0.6421304	36.36956	0.1451815
34.5	0.6925478	36.82609	0.143435
48.3125	0.6955348	37.5	0.141141
24.875	0.6220478	17.69565	0.145744
30.6875	0.6620522	32.80435	0.1407769
35.0625	0.7323087	37	0.1404814
43.75	0.7051913	40.30435	0.1451939
52.1875	0.7224261	38.19565	0.1417792
34.8125	0.6821087	35.15217	0.1416094
25.5625	0.6477	17.6087	0.1408149
22.5625	0.6575956	17.67391	0.1420559
23.75	0.6826217	19.45652	0.145704
38.3125	0.7123	22.08696	0.1446
40.0625	0.6314826	32.15217	0.1448112
34.9375	0.6236565	16.28261	0.1456564
27.9375	0.6599478	20.04348	0.1455179
29.1875	0.6244826	17.1087	0.1463021
26.8125	0.5745609	14.76087	0.1477039
24.375	0.5476913	14.43478	0.1475089
21.0625	0.5176	12.73913	0.1536882
14.75	0.550913	11.52174	0.1614684
25.5	0.5500783	13.47826	0.1514088
12.75	0.5737609	14.08696	0.1515613
25.0625	0.5693174	15.43478	0.1472625
17.3125	0.5268695	12.32609	0.1476486
17.125	0.5145	12.54348	0.1452945
25.125	0.5264174	21.30435	0.1326444
6.125	0.5180304	17.13043	0.1703823
11.75	0.6102957	16.5	0.1631857
19.9375	0.6432956	18.86957	0.1587333
38.625	0.6835783	17.58696	0.1508077
30.0625	0.6306956	31.13043	0.1485379
10.1875	0.5138435	13.04348	0.1496597
22.5	0.6412305	31.08696	0.1487016
20.8125	0.6456	30.63043	0.1412235
31.6875	0.6361217	31.08696	0.1394494
37.375	0.6600652	34.36956	0.1399238
25.875	0.6254696	29.45652	0.1403011
35.3125	0.6817479	36.65217	0.1418125
33.625	0.6813261	38.02174	0.1426987
36.0625	0.6354609	15.58696	0.142367
32.5	0.6581391	19.23913	0.1445701
27.9375	0.7088131	19.78261	0.1393826
27.75	0.7006478	38.21739	0.1467214
42.3125	0.7523826	42.19565	0.1456006
40.5	0.7143522	40.56522	0.1474436
23.875	0.6478261	16.36957	0.1433964
24.3125	0.6320956	14.93478	0.1402345
30.3125	0.6319609	17	0.1426045
38.875	0.6479957	20.21739	0.1418643
30	0.6749521	37.32609	0.1444835
31.1875	0.6959391	34.93478	0.1473641
25	0.6840087	18.76087	0.1465809
24.6875	0.6182522	15.13043	0.1434634
34.5625	0.6663565	18.06522	0.1423416
24	0.6317	16.28261	0.1457952
22.1875	0.5565696	14.8913	0.1467644
37.8125	0.5950087	15.67391	0.1467074
51.0625	0.6302956	19.80435	0.143961
25.375	0.5691783	13.8913	0.1479318
17.875	0.5798087	15.17391	0.1482102
29.375	0.6205826	17.13043	0.13975
32.8125	0.5519739	19.93478	0.1547431
48.0625	0.6100174	28.41304	0.147996
19.625	0.6345348	33.65217	0.1524473
33.75	0.7056783	38.52174	0.1484135
23.5	0.6141	15.17391	0.1521062
12.4375	0.567287	14.1087	0.151954
24.3125	0.6622522	17.19565	0.1455398
21.1875	0.5448261	21.84783	0.1372581
27	0.5788261	28.65217	0.1332869
29.5625	0.6292826	31.8913	0.1360883
29.9375	0.6491391	16.97826	0.139336
18.1875	0.6389217	33.45652	0.1435262
31.625	0.6605217	34.45652	0.142858
25	0.6362913	32.32609	0.144101
25.9375	0.6529087	17.73913	0.1448109
26	0.6731652	18.23913	0.1436794
27.9375	0.7009087	36.17391	0.1428212
25.75	0.6542826	36.8913	0.1430036
23.25	0.6223174	16.41304	0.146074
19.9375	0.6093652	15.80435	0.1462406
27.9375	0.6888261	19.02174	0.1426583
31.5625	0.6711391	18.76087	0.1425524
28.125	0.6507304	16.78261	0.1446006
26.6875	0.6063435	29.47826	0.1439308
23.25	0.6497304	37.32609	0.1436396
22.375	0.6340391	33.43478	0.1438019
35.125	0.6451174	17.91304	0.1397527
43.3125	0.6978869	21.91304	0.1411964
36.1875	0.6318783	18.28261	0.1446
36.5625	0.5972826	18.06522	0.1453571
46.4375	0.6769522	34.17391	0.1451223
34.375	0.7148565	36.36956	0.1466585
40.5	0.6364087	18.41304	0.1399875
39.5	0.6361783	17.06522	0.1301076
6.9375	0.6460348	15.52174	0.1710208
11.25	0.6177435	32.08696	0.1670733
7.5625	0.6010783	16.30435	0.1615917
15.4375	0.6259956	14.80435	0.1559918
10.0625	0.5110261	11.17391	0.1618594
19.3125	0.5981652	14.26087	0.1516257
22.1875	0.6177782	17.15217	0.1388504
24.375	0.6184043	15.13043	0.1367174
21.375	0.6485261	31.34783	0.1364046
28.125	0.6587739	16.93478	0.1383103
28.5625	0.6410609	33.76087	0.1439178
24.9375	0.6320783	31.45652	0.1422978
34.5	0.6805217	35.02174	0.1441879
30	0.6286826	32.43478	0.147486
25	0.6448304	17.82609	0.1466976
27.5	0.6446087	17.67391	0.1430106
28.8125	0.6802782	19.13043	0.1390472
27.0625	0.6460174	18.3913	0.1398738
41.4375	0.7050478	41.34783	0.1444647
29.625	0.6906043	18.15217	0.1462687
46.5625	0.6864348	37.8913	0.1412548
49.1875	0.7139609	19.71739	0.1430135
45.25	0.6699218	20.26087	0.1444031
22.625	0.6430783	18.36957	0.1488256
23.4375	0.6476652	16.69565	0.1450725
29.9375	0.6059565	15.56522	0.1433062
29.25	0.6621826	19.71739	0.1391676
36	0.6483261	18.86957	0.1394887
25.875	0.679787	21.6087	0.1494981
33.875	0.6536565	21.34783	0.1469382
37.25	0.7041044	20.3913	0.14549
29.125	0.6608956	19.36957	0.1408806
42.1875	0.6761131	20.41304	0.1327352
3.375	0.3761131	10.6087	0.1748419
3.25	0.4128869	9.695652	0.1756069
11	0.5179392	12.6087	0.1642285
15.6875	0.5640783	13.30435	0.1576827
11.375	0.5279435	12.36957	0.1634416
17.625	0.5884609	14.17391	0.1559445
21.8125	0.6433434	16.86957	0.1434311
29.8125	0.6470044	17.23913	0.1376236
23.625	0.6209435	15.69565	0.1417354
20.875	0.5944695	14.76087	0.1441637
39.3125	0.6302956	33.21739	0.1426309
69.4375	0.6674131	37.97826	0.1349405
62.9375	0.6863261	22.43478	0.1331833
32	0.6285608	17.15217	0.1396218
44.5625	0.6040174	33.5	0.1446522
32.75	0.6134869	16.82609	0.1429656
30.5	0.6301218	16.6087	0.1401454
26.0625	0.6262565	18.15217	0.1400476
29.8125	0.6609	34.84783	0.144528
24.625	0.6681	35.23913	0.1458865
48.5	0.7405913	43.76087	0.141675
37.0625	0.7199783	21.76087	0.1430092
27.5	0.6478	18.08696	0.1452417
23.375	0.6197174	15.32609	0.1483591
21.625	0.6535739	15.3913	0.1482306
24.0625	0.6338913	16.36957	0.1465549
21	0.6395435	16.47826	0.145632
19.5	0.575413	9.76087	0.1467649
23.0625	0.6036522	16.26087	0.1453058
23.4375	0.6418522	18.52174	0.1375147
28	0.635613	18.08696	0.1360247
19.5	0.4342609	11.04348	0.1540091
15.125	0.4410609	10.71739	0.1581533
7.75	0.5375478	11.23913	0.1574053
5.75	0.5528131	14.47826	0.161719
4.6875	0.4898522	10.84783	0.1632708
8.6875	0.6353913	28.28261	0.1662702
16.625	0.6782913	18.95652	0.1552727
24.6875	0.6806739	18.8913	0.1511042
23.9375	0.6283348	31.19565	0.1491071
29.5	0.5929348	30.63043	0.1473301
32.875	0.7121869	38	0.1450385
56.1875	0.7177957	41.08696	0.1382894
61.0625	0.7168217	41.1087	0.1338552
48	0.6693739	20.86957	0.1369548
35.5625	0.7066478	22	0.1412722
22.4375	0.6805348	18.80435	0.1451442
20.3125	0.6314087	17.30435	0.1464382
21	0.6210521	17.86957	0.1469145
26.5	0.6254	32.86956	0.1482658
21.8125	0.6159174	18.3913	0.1494476
19.125	0.6449783	37.08696	0.1476884
34.25	0.6781	19.1087	0.1438465
37.1875	0.6270348	18.84783	0.1459014
35.875	0.6616913	19.71739	0.1423624
22.4375	0.6697956	18.52174	0.1424102
20.625	0.620787	17.76087	0.1439566
14.5625	0.5615131	14.02174	0.1490014
19.4375	0.6222174	15.86957	0.1443182
27.8125	0.7154739	38.97826	0.1471913
24.125	0.685487	36.47826	0.1479989
5.375	0.4257783	9.26087	0.157947
2.125	0.3977348	8.152174	0.1656637
2.0625	0.3912217	9.23913	0.1695833
2.6875	0.4692869	11.43478	0.1734014
2.5625	0.4938696	6.978261	0.1732705
3.25	0.5074739	12.47826	0.1746085
2.6875	0.4835826	11.30435	0.1691715
2.125	0.472313	12.5	0.1686034
4.5	0.5018261	18.45652	0.1641562
18.5	0.6238	31.69565	0.1569681
22.0625	0.6626435	33.56522	0.1479345
17.4375	0.6001087	14.19565	0.1447157
26	0.6040043	15.06522	0.1456233
21.25	0.6117392	17	0.1410769
16.375	0.5836304	15.21739	0.1413064
20.75	0.6577957	19.04348	0.1443641
23.5625	0.6592783	18.26087	0.1462049
18.3125	0.5718174	16.28261	0.1508559
13.5	0.5483043	15.71739	0.1501607
22.6875	0.7006739	39.41304	0.1506036
34.0625	0.7331392	43.34783	0.1479813
32.75	0.7141609	38.93478	0.1456637
26.75	0.6400391	17.06522	0.1445792
25.1875	0.6016479	15.17391	0.1471333
26.0625	0.6348696	16.78261	0.1492085
27.9375	0.6637652	18.23913	0.1377038
34.8125	0.6509391	35.91304	0.1449691
31.1875	0.6451043	17.47826	0.1500436
6.0625	0.4124348	11.28261	0.1599806
1.5625	0.3933478	9.347826	0.1684306
1.25	0.3657826	8.456522	0.16515
2.625	0.4068783	7.391304	0.1686191
2.5625	0.4037565	9.26087	0.1710667
3.1875	0.4135391	10.26087	0.1666384
4.625	0.3757	8.956522	0.1667366
1.625	0.3721565	6.630435	0.1719251
5.6875	0.5055956	11.3913	0.16375
30.25	0.5764869	14.47826	0.1574129
12.6875	0.5515522	13.80435	0.1495803
22.4375	0.5610826	14.63043	0.1452538
20.0625	0.5952391	16.17391	0.1435027
17	0.609287	14.82609	0.1424546
14.6875	0.5857217	14.76087	0.142273
16.1875	0.6015435	17.1087	0.1394307
20.875	0.6829	20.97826	0.144972
37.1875	0.6777435	20.30435	0.1458417
17.9375	0.5885044	16.21739	0.1458061
14.4375	0.5721608	15.34783	0.152576
15.875	0.5962261	31.32609	0.1580372
23.4375	0.6334609	16.63043	0.1521219
34.375	0.6841609	19.56522	0.1465021
38.125	0.6840957	19.23913	0.1471
26.0625	0.6394478	17.58696	0.1475238
53.5625	0.7582739	43.06522	0.1397046
62.75	0.7503957	25.04348	0.1420101
8.5625	0.4218	10.32609	0.1611856
1.9375	0.3684696	8.195652	0.1740938
2	0.3884739	8.891304	0.1768785
2.5	0.392887	9.130435	0.1704554
3.8125	0.3992478	10.76087	0.1672054
5.25	0.4495826	11.08696	0.1643333
5.375	0.4652087	11.08696	0.1634286
8.3125	0.4645956	10.82609	0.1613125
17.4375	0.586787	24.28261	0.1532472
27.5625	0.5792826	16.34783	0.1526597
5.8125	0.4867304	11.84783	0.157025
7.4375	0.5429044	13.63043	0.1552068
9.625	0.5679391	14.06522	0.1519183
26	0.5941783	16.52174	0.1470865
23.75	0.5485478	14.86957	0.1435485
17.1875	0.5874087	17.47826	0.1413968
17.5625	0.6656696	19.8913	0.1430037
33.6875	0.6891	24.43478	0.1452865
33.0625	0.6270261	16.13043	0.1457638
21.6875	0.5519739	14.5	0.1482536
15.3125	0.5746391	14.63043	0.1563083
21.1875	0.6496869	17.43478	0.1526402
34.0625	0.7175435	20.78261	0.1495656
51.5	0.7332261	22.86957	0.1450986
40	0.6278957	17.28261	0.1435236
43.4375	0.7438956	42.69565	0.1457935
47.6875	0.7401044	23.04348	0.1440031
23.3125	0.477513	11.82609	0.1435795
20.8125	0.4663522	10.97826	0.1469926
17.5	0.4705	9.869565	0.1500144
40.625	0.5714217	19.26087	0.1397658
48.625	0.5126696	15.32609	0.1303507
36.75	0.5094957	12.5	0.1439433
29.25	0.4990391	12.65217	0.1500547
4.5	0.453887	10.54348	0.1644167
5.5	0.5699348	13.69565	0.1626861
13.375	0.6044522	16.04348	0.1532298
9.3125	0.4841174	11.06522	0.1540361
4.75	0.4003261	8.347826	0.1616955
4.3125	0.4158391	8.913043	0.1639015
29.1875	0.6608739	17.97826	0.1488764
22.25	0.6015782	15.8913	0.1375097
13.375	0.5539696	14.6087	0.140517
13.0625	0.592487	16.06522	0.1478221
20.0625	0.6928348	19.73913	0.1476405
28.625	0.7274609	22.73913	0.1456052
22.1875	0.6446956	17.54348	0.1479152
20.375	0.6109217	15.36957	0.1505728
28.625	0.6504826	16.95652	0.1479757
32.3125	0.7023261	20.45652	0.1452057
45	0.7424608	24.97826	0.145977
46.8125	0.7516826	24.47826	0.1426673
39.1875	0.6743696	37.6087	0.1371069
51	0.6901913	20.52174	0.1461719
8.5625	0.6048087	15.47826	0.1467613
7	0.6501739	16.1087	0.1525333
34.8125	0.6899435	18.47826	0.1463849
52.125	0.7664261	44	0.1415687
64	0.7365652	46.04348	0.1363879
68.875	0.7596	42.06522	0.1367583
48.5625	0.5823913	26.8913	0.1435
45.8125	0.6151044	10.17391	0.1450654
52.375	0.5086652	10.28261	0.1409192
34.5625	0.6071696	15.6087	0.145786
26.125	0.5481043	21.32609	0.143925
20.0625	0.3764435	7.434783	0.1520114
23.8125	0.4789217	11.47826	0.14585
51.9375	0.664287	36.86956	0.1370758
29.5625	0.6089783	29.93478	0.1383864
14.875	0.6082478	16.97826	0.1447909
14.625	0.6158565	17.19565	0.1500436
37.375	0.6934261	19.71739	0.1458503
52.125	0.7343696	21.97826	0.1426103
28.8125	0.5947956	15.95652	0.1480571
15.875	0.6264174	17.45652	0.1499084
23.4375	0.6811696	20.91304	0.1459167
46.0625	0.7490783	26.34783	0.1428059
29.875	0.6907261	21.15217	0.1422083
11.0625	0.4978478	10.08696	0.1537482
9.125	0.5456739	13.06522	0.1670108
9.4375	0.5826392	15.21739	0.1630179
20.625	0.6859217	20.6087	0.1575125
27.375	0.7263435	22.47826	0.1509093
51.8125	0.757813	41.56522	0.1462509
60	0.7300217	41.1087	0.1420645
59.1875	0.7658392	43.17391	0.1417432
58.25	0.7302261	40.04348	0.14128
35	0.6826304	39.69565	0.1452633
48.3125	0.6619956	36.80435	0.1438235
59.1875	0.6395652	18.71739	0.142325
51.5	0.6626391	36.23913	0.1403481
25.5625	0.6532652	34.54348	0.14185
23.6875	0.5729131	26.67391	0.143025
18.125	0.5611739	13.78261	0.145625
12.8125	0.6024348	15.95652	0.1496042
31.75	0.7344913	40.52174	0.1472424
28.75	0.7356087	23.17391	0.1462821
28.4375	0.6318087	18.47826	0.1484327
28.3125	0.6177348	31.78261	0.1447657
34.25	0.6319913	35.71739	0.1417553
38.875	0.7092652	23.6087	0.1359235
14.6875	0.5696566	14.84783	0.1593094
14.375	0.5602739	15.36957	0.1571553
13.4375	0.6558261	20.06522	0.1577631
20.0625	0.6384478	32.52174	0.1519613
51.625	0.7463522	39.15217	0.1438357
67.125	0.7580826	43.41304	0.1379943
63.75	0.7424783	41.84783	0.1404771
50.8125	0.6617044	35.82609	0.1447917
22.1875	0.6114391	31.26087	0.1542292
29.75	0.6611826	36.15217	0.1511799
37.5625	0.6483479	35.56522	0.1453682
55	0.6651652	36.5	0.1380477
21.5625	0.590187	31.63043	0.1470667
30.125	0.6825435	39.58696	0.1453879
36.125	0.6144783	16.56522	0.1407154
15.8125	0.5998435	15.08696	0.1514087
16.875	0.6191609	17.58696	0.1536541
19.8125	0.6405087	17.71739	0.1466495
19.4375	0.5987348	16.19565	0.1505263
32.9375	0.7218478	42.80435	0.1457436
39.3125	0.7128522	40.91304	0.1438333
59.4375	0.6705478	40.19565	0.1398195
30.875	0.6296043	33.63044	0.1498333
17.625	0.6218131	17.23913	0.154242
20.9375	0.6245435	31.43478	0.148475
23.375	0.633487	21.63043	0.1461806
50.375	0.6291174	36.41304	0.1416861
17.1875	0.5475044	28.17391	0.1484381
17.9375	0.6184261	32.65217	0.1547705
35.125	0.6676043	19.5	0.1492658
20.4375	0.5720348	14.36957	0.147789
22.9375	0.5975739	15.34783	0.1481234
32.75	0.690187	20.36957	0.1490008
32.875	0.6615043	38.86956	0.1466136
44	0.7215	42.04348	0.1456651
31.375	0.5868478	16.91304	0.1483654
17	0.587913	28.67391	0.1515746
20.25	0.6065174	19.13043	0.1511818
21.5625	0.5945565	16.52174	0.1487208
21	0.6310565	18.45652	0.1458222
12.8125	0.5051739	11.54348	0.1531023
11.75	0.5565478	24.91304	0.1565822
16.25	0.6329565	17.63043	0.1551958
27.125	0.6523652	18.5	0.1477934
19.8125	0.6405826	17.95652	0.1508561
15.5625	0.5892044	15.08696	0.1485474
15.4375	0.5452174	14.97826	0.149272
16.625	0.6011087	17.52174	0.1513159
11.1875	0.5583609	14.56522	0.152851
10.5625	0.5723696	13.52174	0.155514
17.5625	0.5499783	13.5	0.150845
26	0.6100652	15.28261	0.1446375
13.6875	0.6096174	16.26087	0.1524841
14.875	0.6092957	15.73913	0.151925
18.0625	0.5863087	18.04348	0.1503662
20	0.6114	16.71739	0.1505521
71	0.6910957	34.63044	0.1311557
69.75	0.7271913	37.76087	0.1321655
75	0.7000217	38.67391	0.1309107
73.9375	0.7154913	41.23913	0.1298512
75.4375	0.708913	39.86956	0.1285947
70	0.6908304	35.58696	0.1286036
65.0625	0.7117435	39.45652	0.1243509
74.25	0.7189522	36.19565	0.1246415
76.3125	0.6863174	33.78261	0.1289022
70.4375	0.7376304	40.23913	0.1265261
41.6875	0.6236305	28.19565	0.1305705
21.1875	0.5723	27.04348	0.143625
42.5	0.6435391	34.26087	0.138053
63.25	0.7215826	36.52174	0.12335
66.9375	0.7304304	40.93478	0.1252254
68.8125	0.7143478	37.41304	0.1218447
65.75	0.7117174	35.26087	0.123464
35.875	0.6050609	13.97826	0.1345281
28.6875	0.6360913	27.41304	0.1349819
23.9375	0.6245565	16.1087	0.1407125
38.75	0.6649348	35.15217	0.1400581
70.625	0.7394261	41.86956	0.1243277
69.3125	0.7192044	37.65217	0.1226117
62.4375	0.7028	35.91304	0.1249792
65.625	0.6977913	31.84783	0.1275813
36.9375	0.6270217	27.65217	0.1375909
21.3125	0.6361609	16.34783	0.141875
26.5625	0.6527522	17.76087	0.1425833
40.875	0.6419478	30.19565	0.1356104
59.5	0.7162217	39.06522	0.1365898
65.9375	0.7295521	36.82609	0.1295513
66.9375	0.7103652	36.08696	0.1280096
64.8125	0.7270043	38.06522	0.1287692
64.5625	0.6410348	28.8913	0.1336106
57.6875	0.6544	28.78261	0.1362429
20.5	0.6401305	25.30435	0.1406111
26.8125	0.6220782	15.67391	0.1427639
50.5625	0.6896304	30.95652	0.1349566
63.4375	0.7171217	40.08696	0.1337427
31	0.7109218	38.02174	0.1441552
58.5625	0.7472174	40.67391	0.1378674
65.1875	0.7414391	35.76087	0.1294535
65.5	0.7193956	40.80435	0.126794
63.6875	0.7393131	40.78261	0.1324561
64.0625	0.7052261	41.21739	0.1336271
66.25	0.6664217	38.84783	0.1308839
51.4375	0.6881695	34.5	0.1365027
61.75	0.6798956	17.78261	0.131684
29.5625	0.5846174	14.86957	0.1372455
49.125	0.6670305	40.3913	0.1352343
73.1875	0.7307783	39.28261	0.1312619
48.8125	0.7075609	38.65217	0.1327612
35.3125	0.6737	17.76087	0.1419435
35	0.7344217	41.17391	0.1382555
44.9375	0.7538696	40.06522	0.1340343
53.1875	0.6928391	36.84783	0.1323036
35.125	0.6826478	36.84783	0.1414543
48.8125	0.7245131	38.34783	0.1395659
60.9375	0.7167217	38.13044	0.1270821
69.3125	0.7687348	44.65217	0.1284479
71.8125	0.7344739	42.13044	0.1265826
72.25	0.6969391	43.06522	0.1256881
69.0625	0.7501783	40.95652	0.129289
65.0625	0.6948044	37.54348	0.1267129
62.1875	0.7146304	37.17391	0.1300224
55.3125	0.6892869	34.26087	0.1300417
34.25	0.6912304	34.6087	0.1371689
20.1875	0.6537435	16.91304	0.1475565
17.375	0.6647652	18.04348	0.1529702
37.875	0.7185652	21.65217	0.1449744
59.4375	0.6838217	38.45652	0.1352976
18.3125	0.6346217	32.15217	0.1448253
50	0.7390609	43.56522	0.1404712
63.375	0.7409695	41.91304	0.1299107
75	0.7369652	42.26087	0.1269325
66.125	0.7662305	42.93478	0.1239371
65.8125	0.7521565	42.15217	0.1258945
66.1875	0.7174174	43.82609	0.1262708
61.625	0.7184783	42.1087	0.1256016
62.875	0.7179261	39.08696	0.1262751
57.25	0.7186739	38.17391	0.1259965
53.875	0.6919174	37.97826	0.1331813
36.5625	0.6503174	33.26087	0.1422367
19.1875	0.5798131	15.56522	0.1537398
13.3125	0.5641696	13.65217	0.1573936
20.625	0.6754696	18.41304	0.1513639
46.875	0.6961913	40.17391	0.1431877
52.6875	0.6937044	40	0.1389163
18.125	0.6111044	16.1087	0.1480171
13.6875	0.6297	15.95652	0.1521451
17.25	0.7090348	36.34783	0.1436802
56.125	0.7780522	43.91304	0.1347088
70.3125	0.7863652	44.17391	0.1279369
65.5	0.7317739	44.13044	0.1261241
74.6875	0.7424521	41.19565	0.1240561
73.1875	0.7028696	38.45652	0.1269488
66.625	0.7460174	38.08696	0.12605
62	0.7202305	40.34783	0.1251411
67.75	0.7136956	41.3913	0.1267458
64.75	0.7214261	39.67391	0.1285198
54.6875	0.6853	36.69565	0.1282253
59.9375	0.7261652	36.8913	0.1275714
41.8125	0.6772522	35.41304	0.1401996
24.25	0.6018304	27.19565	0.1504088
17.8125	0.6062913	14.76087	0.1576318
14.0625	0.5909435	13.95652	0.1513695
26.375	0.6494043	16.36957	0.1486354
33.3125	0.7047696	38.28261	0.1432714
39.0625	0.6735913	19.47826	0.1443555
17.875	0.5835304	13.8913	0.1481365
21.9375	0.6440783	15.8913	0.1439915
52.5625	0.7264652	43.45652	0.1378708
61.8125	0.7780305	44.30435	0.1362191
66.5625	0.7458261	38.95652	0.1305731
70.4375	0.7208217	37.8913	0.1271786
68.125	0.7504609	41.86956	0.1303071
62.3125	0.7411174	43.67391	0.1337875
55.1875	0.7273087	41.19565	0.1340156
49.8125	0.7051087	39.1087	0.1300938
60.75	0.7231957	36.71739	0.1263885
67.25	0.7072957	42.13044	0.1283576
64	0.7436696	37.76087	0.126991
64.5	0.7458348	40.17391	0.1313179
53.1875	0.7073	37.58696	0.1393727
28.25	0.6492	31.34783	0.1452195
29.5	0.6163826	31.3913	0.1443422
27.875	0.584187	27.08696	0.1461894
46.25	0.7261739	37.34783	0.1433819
47.3125	0.6780739	37.76087	0.1387564
54.3125	0.6864261	36.73913	0.1381152
27.5	0.5757957	13.04348	0.1397003
19	0.6675217	17.36957	0.142755
50.9375	0.7285435	43.02174	0.1394591
59.0625	0.7823478	45.36956	0.1409423
59.5	0.7365174	41.95652	0.1323766
58.9375	0.7069522	38.58696	0.1280769
57.75	0.7474391	39.54348	0.1319451
60.25	0.7391043	45.17391	0.1373462
59.625	0.7371218	45.65217	0.139002
63.875	0.7438043	41	0.1336903
61.9375	0.7669478	42.78261	0.1281036
66.9375	0.7279609	40.28261	0.1239167
61.5	0.7317087	39.76087	0.1372951
62.875	0.7312	42.63044	0.1427076
58.4375	0.7071652	38.28261	0.1468109
