vcf	ndvi	leaf	albedo
35.625	0.6623521	31.54348	0.1395464
22.5625	0.5922739	27.80435	0.1331471
29	0.631887	28.02174	0.1344932
32	0.6010044	29.13043	0.1343438
30.3125	0.6531217	29.34783	0.1398338
27.375	0.6363348	29.13043	0.1412778
32.375	0.6281391	26.84783	0.1417465
29.375	0.6308522	30.06522	0.1464241
27.5625	0.6338435	30.82609	0.1454609
25.9375	0.5643044	27	0.1376499
27.25	0.6028	26.36957	0.1378666
20.5625	0.5794391	13.86957	0.1358072
14.1875	0.5668348	14.41304	0.1423269
11.625	0.5774348	15.76087	0.1404009
16.75	0.6271957	27.71739	0.1355049
26.9375	0.6796478	36.56522	0.1331875
16.9375	0.6780913	36.19565	0.1393333
24.5625	0.7397391	38.28261	0.1399831
20.625	0.6414609	31.1087	0.1383611
18.8125	0.5936435	29.69565	0.1390174
27.8125	0.6451392	33.41304	0.1369028
22.75	0.6723913	17.95652	0.1381493
21.9375	0.6146739	15.6087	0.1406472
19.375	0.6100609	16.26087	0.1420937
13.25	0.6468956	33	0.1453104
31.4375	0.6599652	38.17391	0.1436944
25.125	0.6254218	19.26087	0.141186
24.4375	0.6966826	34.13044	0.1438364
24.3125	0.6114652	28.17391	0.1403194
13	0.6001739	26.15217	0.1431155
11.125	0.6016435	28.23913	0.1442118
15.4375	0.6871435	33.41304	0.1438319
16.75	0.6508043	31.47826	0.1413884
17.4375	0.6293087	15.93478	0.1385193
25.5625	0.6617435	17.82609	0.1389813
23.6875	0.6573435	17.41304	0.142276
25.8125	0.6751217	18.17391	0.1392614
32.3125	0.6772696	18.30435	0.1397903
35	0.6623565	17.28261	0.1425399
28.4375	0.6222304	16.63043	0.1417118
23.0625	0.6183261	15.04348	0.1442353
26.875	0.6510696	17.06522	0.1450295
43.5625	0.6718956	18.65217	0.1420055
21.1875	0.6469174	18.21739	0.1430833
24.3125	0.6454957	30.86957	0.1402229
38.1875	0.6072956	29.04348	0.1405243
44.3125	0.630213	29.47826	0.1359569
46.75	0.622687	30.65217	0.133189
31	0.6221521	27.6087	0.1322833
29.5625	0.6307348	29.17391	0.1390349
24.375	0.6098	27.71739	0.1483507
31.8125	0.626213	10.13043	0.1501389
29.1875	0.6403609	31.17391	0.1517708
35.8125	0.6370478	31.02174	0.1487153
43.8125	0.6378174	30.36957	0.1405496
32.875	0.6045609	26.97826	0.1335
30.5	0.6096087	26.3913	0.1386458
31.375	0.5855609	27.97826	0.1428694
18.6875	0.6048	17.28261	0.1392721
14.5625	0.5680087	25.71739	0.1367344
32.3125	0.6225739	32.73913	0.138382
23.4375	0.6007696	29.02174	0.1403785
24.6875	0.6122783	28.17391	0.1415083
34.375	0.6957304	38.93478	0.1399861
36.25	0.7003043	39.56522	0.1347485
38.4375	0.6399696	15.91304	0.1326993
30.0625	0.6888	36.69565	0.1318264
52.25	0.6028131	30.8913	0.1260146
37.25	0.6285174	29.43478	0.1302604
30.6875	0.703687	39.45652	0.1432569
28.875	0.6637217	36.08696	0.1418611
23.5	0.6276	31.52174	0.1405521
25	0.6132131	28.78261	0.1436181
23.9375	0.5985174	15.19565	0.1423765
22.4375	0.6067218	15.43478	0.1419028
17.1875	0.6616174	31.71739	0.14775
20.6875	0.6512652	17.15217	0.1439192
24.8125	0.6876956	18.04348	0.1424273
28.625	0.7035696	21.04348	0.1410445
34.9375	0.6767435	18.21739	0.142284
42.75	0.6717218	17.1087	0.1383358
35.5	0.6964826	17.21739	0.1391667
22.5	0.6562565	15.5	0.1473875
20.3125	0.6094478	14.32609	0.149589
15.75	0.6045087	14.84783	0.1498905
17.6875	0.6275131	18.26087	0.1460674
23.375	0.6353391	17.76087	0.1404167
22.75	0.617413	16.15217	0.1420768
25.1875	0.6068609	15.43478	0.1412214
28.1875	0.6428391	31.41304	0.1385007
25.0625	0.6438522	32.65217	0.1361475
35.3125	0.6215261	28.43478	0.1364172
29.3125	0.6063478	27.54348	0.1372202
25.9375	0.6111956	26.97826	0.1428065
33.875	0.6132696	28.26087	0.1364437
36.1875	0.6289826	29.43478	0.1414773
36.0625	0.5992652	28.26087	0.1402564
30.0625	0.6267522	26.93478	0.142207
41.125	0.6339782	26.82609	0.1357146
34.8125	0.6132044	26.08696	0.1370917
43.125	0.6096522	27	0.1378068
34.1875	0.6305435	31.32609	0.1342082
19.5	0.5926522	30.65217	0.1331027
9.8125	0.5725304	14.93478	0.1380744
20.0625	0.6935391	36.34783	0.1467986
21.625	0.7153869	42.04348	0.1523125
32.8125	0.7188957	40.8913	0.146809
46.9375	0.7003261	37.06522	0.1407743
34.6875	0.6773435	40.54348	0.13675
46.6875	0.709613	36.28261	0.1285306
60.25	0.7208739	37.73913	0.128566
20.125	0.6498348	29.80435	0.143381
20.1875	0.6084782	27.67391	0.1455694
58.125	0.6621956	35.23913	0.126375
69	0.6800739	37.06522	0.1269028
57.1875	0.7184957	39.02174	0.1308263
29.875	0.7476913	22	0.1366162
29.5625	0.7047957	36.76087	0.1366333
44.125	0.7072479	39.80435	0.1398111
20.5	0.7079608	20.95652	0.1417727
22.25	0.6388261	17.06522	0.141702
20.4375	0.6707174	38.26087	0.1424318
27.375	0.6670826	20	0.142075
18.6875	0.6872087	20.04348	0.1445429
24.3125	0.6230522	16.36957	0.1475625
20.625	0.6255956	15.63043	0.1481972
18.875	0.5927044	14.84783	0.147925
16.4375	0.5678304	26.21739	0.1502073
18.8125	0.5704565	14.41304	0.1440131
28.75	0.5970913	15.78261	0.1431577
23.375	0.5888696	15.93478	0.1454664
24.25	0.6178131	15.04348	0.143088
22.875	0.5677609	14.34783	0.1388184
24.875	0.5788087	28.43478	0.1445563
16.4375	0.5304956	13.15217	0.1475291
13.375	0.5494478	14.47826	0.1497569
28.0625	0.5764956	27.41304	0.1392773
37.3125	0.6201478	30.45652	0.1394476
30.5	0.6071783	30.78261	0.1366833
26.9375	0.6098739	16.71739	0.1370888
16.8125	0.613687	26.06522	0.1372544
18.8125	0.6007435	29.47826	0.1327867
35.4375	0.625	28.56522	0.1369432
34.5	0.6234174	27.82609	0.1343894
14.5625	0.5994217	16.63043	0.13275
19.3125	0.6058217	15.21739	0.1348062
12.4375	0.6132565	26.28261	0.1485806
22	0.6493565	33.17391	0.1436458
39.9375	0.6734913	37.65217	0.1387361
29.4375	0.4906739	22.56522	0.1415402
9.5625	0.5652565	19.26087	0.1407589
8.375	0.652813	30.84783	0.1418229
13.25	0.6251304	28.3913	0.152625
47.875	0.6809043	32.30435	0.1460056
74	0.7292783	39.86956	0.1306232
63.9375	0.7306087	42.63044	0.1322786
46.625	0.7033348	20.80435	0.1343838
46.6875	0.7233522	39.6087	0.1370796
60.875	0.7541913	43.28261	0.1340045
44.625	0.6990435	19.78261	0.1331086
29.125	0.6138913	29.47826	0.1383063
34.375	0.6485565	17.1087	0.1405312
21.8125	0.6214131	27.71739	0.1390347
36.1875	0.6385782	29.5	0.1402375
20.5625	0.5795565	13.5	0.1430833
18.1875	0.5682783	26.02174	0.1485455
23.3125	0.5992261	27.73913	0.1475417
15.6875	0.6093913	14.80435	0.1474549
15.625	0.616513	16.73913	0.1520426
11.875	0.5796261	9.217391	0.1518827
18.0625	0.5784348	26.65217	0.1468827
14.6875	0.5611348	13.26087	0.1524936
16.5	0.6195304	15.06522	0.1512782
16.9375	0.5688739	13.71739	0.1455324
23.875	0.6558348	32.6087	0.1494806
21.625	0.601913	14.17391	0.1532412
13.875	0.5232435	18.82609	0.1571917
9.5625	0.5915478	14.5	0.1504633
13.375	0.5934696	27.36957	0.1443567
9.125	0.5546652	8.369565	0.1471512
11.5625	0.5700348	23.17391	0.1493852
21.0625	0.5736	13.32609	0.1427188
20.1875	0.5392478	13.65217	0.1310949
28.75	0.6066348	16.52174	0.1361673
32.125	0.6257957	19.23913	0.1372379
10.75	0.5927174	15.6087	0.1359936
13	0.6174479	15.86957	0.1383438
27.125	0.7094652	37.63044	0.1396061
49.125	0.6992609	40.02174	0.1332437
51.5	0.6906695	36.26087	0.1319312
35.8125	0.4994217	16.58696	0.142309
11.25	0.4015435	10.84783	0.1423824
8.125	0.6214739	28.54348	0.1509643
19.9375	0.7224087	37.95652	0.1508403
59.6875	0.7125	38.91304	0.1302184
65.0625	0.7513304	44.6087	0.1341637
65.875	0.7034174	42.54348	0.1417294
67.875	0.7121261	40.84783	0.1336937
75.1875	0.7411261	40	0.1277292
47.1875	0.6836391	31.80435	0.128904
28.125	0.5855044	28.80435	0.1350806
32.375	0.6540695	30.28261	0.1378556
35	0.6223087	28.28261	0.1325313
38.5625	0.7031304	38.43478	0.1368929
42.0625	0.6435435	30.63043	0.1402222
43.25	0.5865565	28.97826	0.141326
31.6875	0.6190826	28.13043	0.1423096
21.4375	0.6294391	16.32609	0.1480799
19.0625	0.5935478	14.91304	0.1472188
13.6875	0.5705217	14.30435	0.147075
19.6875	0.5954391	27.19565	0.1426236
18.6875	0.5428913	12.06522	0.1430131
22.8125	0.5869521	16.08696	0.1431727
33.375	0.6243435	30.3913	0.1417698
21.8125	0.575013	15.97826	0.1469824
21.25	0.5853435	25.8913	0.1531572
22.5625	0.6214957	27.86957	0.1534413
14.75	0.5589305	14.71739	0.1543845
10.25	0.5260478	13.19565	0.1535793
10.5625	0.5335217	12.80435	0.1529298
16.6875	0.5698	16.19565	0.1503943
30.25	0.6569826	20.17391	0.1396516
33.625	0.6458087	19.04348	0.1369155
33.5625	0.6681087	18.78261	0.1351442
16.5625	0.6450565	17.84783	0.1397452
13.9375	0.5645956	14	0.1359256
16.5	0.6139218	15.91304	0.1353593
16.5625	0.6792392	35.80435	0.1364118
49.6875	0.7236609	42.58696	0.1331269
48.875	0.7298566	43.23913	0.1305857
52.5	0.7263218	42.84783	0.1383469
22	0.5895522	25.86957	0.1376463
9.3125	0.5007522	17.69565	0.1504196
8.9375	0.6008087	26.52174	0.1642812
32.875	0.656387	36.28261	0.1390382
49.375	0.7432435	43.84783	0.1270144
68.625	0.7450522	44.80435	0.1353009
71.6875	0.7474391	41.36956	0.1352283
69.25	0.7307957	37.6087	0.124322
64.9375	0.6900392	37.52174	0.1201079
46	0.6580652	35.69565	0.128684
43.6875	0.6443652	32.95652	0.138373
32.5625	0.612887	27.47826	0.139748
45.5	0.6645261	32.80435	0.1394509
37.8125	0.6448739	34.02174	0.1429524
29.9375	0.630787	31.95652	0.1483525
33.3125	0.6185043	30.26087	0.1490903
25.5625	0.605513	15.3913	0.1467431
29.4375	0.5921956	15.15217	0.1435694
17.375	0.576413	13.67391	0.1403944
25.5625	0.581413	14.71739	0.1400278
19.4375	0.5859218	26.17391	0.1401389
32.1875	0.6415348	30.8913	0.1431361
28.625	0.6072783	30.69565	0.1432602
32.875	0.6006565	28.06522	0.146693
33.75	0.5968478	30.17391	0.1458144
22.8125	0.6099609	14.41304	0.1465625
18.6875	0.5719304	13.65217	0.1494423
11.125	0.5611826	14.71739	0.1504183
16.125	0.576813	15.71739	0.1519784
13.4375	0.6007826	16.95652	0.1470684
19.1875	0.6775609	32.54348	0.1390848
38	0.7286304	22.78261	0.1351725
26.25	0.6338391	16.34783	0.1331348
20.5	0.6101956	16.69565	0.1339461
23.8125	0.6047174	28.28261	0.1368929
21.125	0.5761913	9.217391	0.1372308
14.625	0.6466783	16.52174	0.1419167
13.3125	0.6620826	16.02174	0.1431583
27.75	0.6796391	36.52174	0.1345472
32.75	0.6452	30.93478	0.1266194
26.375	0.5465696	21.04348	0.1335196
12.625	0.4618044	14.13043	0.1359598
16.375	0.4661304	16.21739	0.1492143
49.75	0.671	34.67391	0.1427991
66.3125	0.7223957	40.93478	0.1292806
74.5625	0.7858348	47.45652	0.1292519
71.0625	0.7752609	44.52174	0.1295004
68	0.7548391	42.28261	0.1309506
54.8125	0.7359608	41.56522	0.1337896
34.6875	0.6760739	34.8913	0.1384875
30.9375	0.6816174	33.17391	0.1445293
36.4375	0.6913739	35.30435	0.1442778
40.1875	0.6807174	34.56522	0.1481964
40.0625	0.6312044	33.56522	0.1501865
21.9375	0.5957435	26.36957	0.1526285
30.0625	0.6330044	31.76087	0.1476562
25.875	0.631687	16.93478	0.1484896
23.0625	0.638613	30.58696	0.1504866
24.125	0.6000044	15.45652	0.1470492
37.5625	0.6068131	14.65217	0.1460698
24.4375	0.5621479	12.84783	0.147292
25.9375	0.5812348	14.30435	0.1468167
16.4375	0.5499609	26.78261	0.1483766
22.0625	0.5841174	30.13043	0.143799
31.125	0.6236174	34.8913	0.1414413
22.9375	0.6370304	30.02174	0.1451234
17.125	0.5791131	16.43478	0.1446682
15.5625	0.5959696	15.23913	0.1426833
23.125	0.5887609	14.93478	0.1347917
27.25	0.5864	15.08696	0.1391945
26.5625	0.6107609	16.3913	0.1391139
44	0.7262217	38.6087	0.136129
27.4375	0.6441739	31.41304	0.1361932
25.6875	0.6295826	31.23913	0.1351208
23.125	0.6225435	30.82609	0.1394764
23.6875	0.6031913	18.71739	0.1376339
13.5625	0.4873304	10.41304	0.146875
10.75	0.4859869	10.04348	0.1468062
16.6875	0.6750348	31.56522	0.1382049
35.5625	0.6148696	29.36957	0.1231597
38.4375	0.6641652	31.80435	0.131569
26.5	0.5876783	22.86957	0.1369464
27.875	0.6340131	29.30435	0.1404286
56.6875	0.7361131	42.54348	0.1311491
58.875	0.7460348	45.63044	0.1251
75.125	0.7719261	40.80435	0.123625
72.9375	0.7792391	41.32609	0.124255
60.875	0.7551174	41.86956	0.1405697
42.0625	0.6655217	36.80435	0.1440019
38.25	0.6776565	33.06522	0.1446389
25.4375	0.6219348	29.34783	0.1466632
32.5	0.6762956	35.08696	0.1457396
45.6875	0.7213	38.45652	0.1465382
42.1875	0.6269696	31.54348	0.146191
28.5625	0.6178348	27.65217	0.1474687
22.25	0.6291217	27.3913	0.1499062
17.4375	0.6385304	29.28261	0.1500937
23.375	0.6261957	29.1087	0.1491667
42.875	0.6324782	30.08696	0.1481331
41.625	0.6417652	30.6087	0.1438104
28.1875	0.5725783	13.8913	0.1454483
20.625	0.5888609	15.15217	0.1429643
21.6875	0.5982217	14.86957	0.1448369
28.1875	0.6130782	16.47826	0.1461897
23.8125	0.6568782	32.54348	0.1425465
26.8125	0.6724087	21.58696	0.1432099
30.8125	0.6077695	17.80435	0.1437535
31	0.6536348	33.04348	0.1387222
52.4375	0.6763608	32.73913	0.1343
49.9375	0.6253608	31.08696	0.1360977
28.3125	0.6298	17.26087	0.1386493
28.4375	0.6413783	18.5	0.1399444
15.1875	0.5571131	27.73913	0.1489501
10.875	0.5651217	26.95652	0.1519364
8	0.5567174	27.36957	0.1512841
8	0.5280739	20.26087	0.1651317
29.75	0.6460217	14.58696	0.1353615
45	0.7207304	38.6087	0.1265972
49.25	0.7254174	37.45652	0.1390307
59.125	0.6964695	34.47826	0.1440096
44.75	0.6911783	32.93478	0.1395764
31.8125	0.7273	40.04348	0.135061
56.625	0.7183565	43.19565	0.1310452
71.3125	0.7580304	41.65217	0.1256434
59.625	0.7226782	41.06522	0.1285885
39.75	0.7216305	41.02174	0.1399869
37.875	0.6832565	37.73913	0.1455583
28.5625	0.6317869	30.69565	0.1469444
29.125	0.6109826	27.45652	0.1441146
23.0625	0.6167696	29	0.1418438
24.9375	0.6540174	33.43478	0.1425035
33.125	0.6625869	18.63043	0.14325
31.4375	0.6482087	32.63044	0.1459375
26.3125	0.6225826	28.43478	0.1483833
14.6875	0.5560087	23.73913	0.1473368
24	0.5958739	26.02174	0.1445
23.5625	0.6042522	29	0.1428438
17.1875	0.5880652	25.23913	0.1449966
18.6875	0.6038305	23.71739	0.148628
25.375	0.6129739	16.32609	0.1452885
24.8125	0.6113043	15.69565	0.1440495
25.3125	0.6125522	16.5	0.1470522
21	0.6358522	31.97826	0.1427372
39.375	0.6934217	35.28261	0.1405886
29.0625	0.6618956	35.15217	0.1484192
22.3125	0.6460609	33.58696	0.1503542
24.1875	0.6671348	33.19565	0.146125
27.5625	0.6663305	20.19565	0.1464826
14.125	0.6239435	16.3913	0.1471632
16.5	0.6386217	16.06522	0.1474933
17.125	0.4811478	10.06522	0.1483194
18.875	0.5399739	24.26087	0.1457348
13.1875	0.4778652	16.86957	0.1510639
5.3125	0.4177913	10.86957	0.1705012
25.9375	0.6662261	35.34783	0.1424529
37.8125	0.7702609	42.91304	0.1463841
60.875	0.7360739	43.08696	0.1451799
31.9375	0.6751043	34.58696	0.1424375
23.4375	0.6994826	36.19565	0.1395291
54.1875	0.7118522	40.08696	0.1356149
62.6875	0.7235131	38.69565	0.130435
57.5	0.718087	36.58696	0.1276718
50	0.6663392	35.63044	0.1251917
50.5625	0.6914913	36.5	0.1273229
47.4375	0.6728348	33.02174	0.1381942
37.8125	0.6649652	32.36956	0.1418806
31.5	0.6423609	30.6087	0.1430937
25.625	0.6201304	29.71739	0.14475
22.5625	0.6508304	29.34783	0.1471389
16.6875	0.6487087	31.13043	0.1426864
23.5	0.6261696	29.97826	0.1455322
25	0.6459913	29.71739	0.1453829
20.875	0.5736087	13.84783	0.1466945
31.75	0.6226609	15.52174	0.1467995
21.1875	0.5815609	26.73913	0.1493109
43.9375	0.6718304	18.08696	0.1458686
32.75	0.6312217	17.47826	0.1432837
26.875	0.5990087	27.15217	0.1406287
19.6875	0.6081348	30.69565	0.1424038
22.375	0.638787	33.19565	0.1504992
20.1875	0.6298435	34.5	0.1550055
21.3125	0.6086652	31.06522	0.1499556
24.75	0.6191696	17.3913	0.1474687
20.4375	0.5925087	26.8913	0.1507991
13.375	0.5856565	15.91304	0.1489167
17.3125	0.595013	16.43478	0.1410278
23.75	0.6155696	29.52174	0.1353625
23.1875	0.5644261	14.82609	0.1373091
6.5625	0.4261174	9.869565	0.1592566
20.625	0.6983478	38.32609	0.1440524
16.5625	0.6796478	34.30435	0.1457094
17.625	0.6951913	17.47826	0.1432596
14.75	0.6387261	16.6087	0.1447168
30.5625	0.6796522	36.84783	0.1412577
47.875	0.6876609	35.6087	0.1328452
26.625	0.6538913	30.91304	0.1317324
20.0625	0.6500043	31.91304	0.1347299
17.8125	0.6622609	31.3913	0.1372557
36.5625	0.6768304	33.41304	0.1359138
22.75	0.6338956	32.45652	0.1410174
24.75	0.6721435	32.80435	0.1424132
40.1875	0.7139174	20.6087	0.1477591
37.375	0.654013	16.84783	0.1420359
47.25	0.6981782	23.54348	0.1453798
34.4375	0.6603739	19.04348	0.1433462
26.5625	0.6046261	16.8913	0.1437244
15.125	0.5684913	22.80435	0.1453375
19.625	0.6146087	17.6087	0.1486389
14.9375	0.6197044	31.6087	0.1537153
29.125	0.637713	32.76087	0.1503472
26.875	0.6135087	31.06522	0.1473
33.9375	0.6522782	31.04348	0.1469141
24.8125	0.6352348	28.52174	0.1477574
30.75	0.6175044	31.02174	0.1399757
42.5	0.6189087	32.41304	0.1401278
26.6875	0.5674348	14.82609	0.1434556
3.375	0.4075174	10.23913	0.158408
28.375	0.6596131	34.28261	0.1450909
31.75	0.6780348	35.82609	0.1424545
18.75	0.6045174	27.06522	0.1401213
13.25	0.5589783	23.3913	0.141272
13.8125	0.6140261	26.6087	0.1440951
12.3125	0.6398609	34.26087	0.1439103
19.5	0.6210696	18.1087	0.1434167
36.4375	0.7220696	22.76087	0.1475984
49.5625	0.7437956	42.80435	0.142633
49.0625	0.6745087	35.8913	0.1419615
42.5625	0.6294609	17.32609	0.1386667
30.875	0.6199957	18.1087	0.1477083
16.4375	0.5441826	20.54348	0.1545707
10.25	0.5809435	14.21739	0.1573444
18.5625	0.583487	27.23913	0.1563222
25.0625	0.6519826	19.21739	0.1550417
37.0625	0.6850131	36.08696	0.1506273
37.9375	0.6726565	30.08696	0.1457838
42.25	0.6717348	34.73913	0.1374062
53.5625	0.6748609	32.32609	0.1341119
38	0.5450217	23.21739	0.1401167
4.4375	0.3599304	8.826087	0.1604389
24.125	0.6293261	16.21739	0.1428788
22.75	0.6731565	19.91304	0.1540625
46.1875	0.7135609	41.73913	0.1475974
66.75	0.7443131	43.23913	0.138425
47.1875	0.6664652	36.04348	0.1472616
24.125	0.5183087	18.52174	0.155353
18.9375	0.5274565	13.06522	0.1587833
21.25	0.5726739	27.80435	0.1602136
26.375	0.6727391	18.80435	0.1580227
43.4375	0.6752087	36.06522	0.1549945
50.8125	0.6614044	34.32609	0.1497395
39.5	0.6730869	33.82609	0.1440303
24.25	0.6567087	31.56522	0.1399924
43.5625	0.664587	31.95652	0.14035
24.625	0.4054348	8.282609	0.1474505
21.625	0.6355783	16.73913	0.1536459
26.4375	0.7115	39.58696	0.151851
25.125	0.7175087	41.19565	0.1476856
53.0625	0.7462869	43.73913	0.1456397
54.875	0.6563826	33.73913	0.1462187
23.125	0.5738826	27.76087	0.1540529
23	0.5262522	27.08696	0.1634481
23.5625	0.6344304	17.36957	0.1601932
27.9375	0.6943478	36.17391	0.15415
49.3125	0.7032522	36.23913	0.1418709
31.375	0.6644217	35	0.1467727
29.6875	0.6870304	33.69565	0.1431307
41.1875	0.7215391	38.91304	0.1460032
39.3125	0.6936218	36.02174	0.1415606
31.125	0.6399652	34.52174	0.1417727
54.3125	0.5766522	30.43478	0.1359159
44.25	0.5476435	29.5	0.1405159
37.8125	0.5649174	28.5	0.1462659
26.5625	0.5687565	27.54348	0.1477121
30	0.6781739	32.30435	0.1485006
37.6875	0.6551522	34.67391	0.1450838
36	0.6895348	37.34783	0.142206
39.1875	0.7165478	25.08696	0.1423663
56.875	0.6935174	37.71739	0.1361821
35.25	0.6060565	27.65217	0.1369311
27.8125	0.6857218	35.13044	0.1450262
32.75	0.7276217	23.6087	0.1465661
30.3125	0.6837174	20.3913	0.1434296
32.375	0.7120261	21.91304	0.1423157
54.9375	0.7406304	42.08696	0.1406315
28.375	0.734013	23.41304	0.1492562
17.1875	0.6045957	20.69565	0.151017
18.5	0.5639174	11.78261	0.148756
10.25	0.5193	15.30435	0.1476702
11.375	0.5681391	20.5	0.1463408
10.6875	0.5092739	13.91304	0.143708
11.5	0.5561609	12.93478	0.1484921
9.625	0.5484043	11.8913	0.1505298
9.3125	0.5444956	10.84783	0.1434256
13.875	0.5916391	19.97826	0.146556
12	0.5799348	12.13043	0.1535994
13.8125	0.5343217	21.17391	0.1438333
14.625	0.5383217	23.13043	0.141875
13	0.5213304	19.95652	0.1496563
14.25	0.6123087	14.78261	0.1502976
13.125	0.5493696	21.71739	0.1503408
12.0625	0.5013565	8.608696	0.1448929
15.125	0.5169565	11.06522	0.1421071
14.9375	0.5606435	13.82609	0.1401384
8.5	0.5571	14.02174	0.1468403
13.6875	0.5271261	12.15217	0.1470504
22.625	0.5880478	14.32609	0.1501783
20.1875	0.5598522	14.54348	0.1464394
12.75	0.5432435	21.45652	0.1498984
14.8125	0.5913565	13.65217	0.1483542
17.6875	0.5887478	26	0.1467208
13.125	0.5233826	11.52174	0.1549643
7.375	0.4932522	12.19565	0.1625595
11.25	0.5685304	10.63043	0.1515938
12.4375	0.6054348	24	0.1447946
11.375	0.5403131	12.54348	0.1564896
22.5625	0.5360348	22.56522	0.1465347
36.6875	0.5665435	12.86957	0.1300531
49.8125	0.5907739	24.04348	0.1295077
46.875	0.5965956	24.58696	0.1337395
14.8125	0.570213	14.54348	0.1527403
14.875	0.5606652	23.65217	0.1617292
18.6875	0.5771565	9.021739	0.158024
16.1875	0.5317609	11.65217	0.1486087
13.9375	0.5473	12.28261	0.1490938
17.5625	0.5864478	14.58696	0.145725
42.125	0.6263869	25.91304	0.1361758
30.3125	0.562313	8.521739	0.1367974
15.75	0.5414435	9.695652	0.1490109
12.0625	0.5152087	11.04348	0.1474734
9.375	0.5418565	7.456522	0.1409822
8.6875	0.4714783	8.608696	0.149247
18.5	0.5563217	21.47826	0.1361944
54.9375	0.7024522	38.47826	0.1221263
57.3125	0.684913	36.93478	0.1167929
63.4375	0.7248348	37.93478	0.1160592
59.75	0.6544783	37.41304	0.1199633
28.75	0.5882826	14.30435	0.1369359
26.6875	0.5835043	15.1087	0.1406364
41.9375	0.5959087	15.56522	0.1299528
36	0.5636913	12.95652	0.1342583
47.75	0.6292695	16.08696	0.1321357
63.5	0.6674	30.43478	0.1254837
73.3125	0.7163174	38.73913	0.1179091
70.4375	0.6960043	33.15217	0.1185256
57.1875	0.6058217	25.93478	0.1221506
38.25	0.5567565	20.76087	0.1254424
31.5625	0.5835087	13.78261	0.1267183
7.9375	0.5414261	13.41304	0.14315
8.6875	0.5303609	12.82609	0.142375
34.4375	0.6562043	35.63044	0.1257533
58.5625	0.6986783	35.6087	0.1141477
71	0.7096174	36.86956	0.1117333
56.1875	0.7115391	37.65217	0.1177973
27.6875	0.6975	38.02174	0.1362017
52.5	0.7350217	40.58696	0.1347596
57.125	0.7026957	36.06522	0.1333631
55.3125	0.7172609	38.1087	0.1261591
62.1875	0.7102565	35.84783	0.1194638
69.8125	0.7254217	36.58696	0.1203623
62.875	0.7231826	34.91304	0.1201705
72	0.7298435	38.19565	0.1206074
72.1875	0.7014174	37.30435	0.1200625
72.375	0.7011087	34.97826	0.1199888
73.4375	0.7114565	39.3913	0.1165247
72.0625	0.7103565	39.19565	0.1150673
19.375	0.5878522	12.82609	0.1418278
29.9375	0.6149783	31.67391	0.1404361
75.5625	0.7102261	41.02174	0.1286227
78.125	0.7278522	40.45652	0.1234847
69.125	0.7145174	37.1087	0.1246927
69.9375	0.7169	37.80435	0.124
71.4375	0.7049261	40.58696	0.1211084
51.5625	0.6363304	30.06522	0.1221514
14.6875	0.5032957	10.43478	0.1377847
15.625	0.5660261	13.91304	0.1381354
53.0625	0.6831	36.93478	0.1269313
75.1875	0.7418131	39.30435	0.1198977
67.875	0.7448435	38.13044	0.1213798
29.1875	0.6658391	36.67391	0.1345678
14.0625	0.6290131	17.80435	0.1501237
16.6875	0.6659783	17.86957	0.1544683
17.3125	0.6397652	16.43478	0.1558461
27.4375	0.6806695	35.5	0.1443712
51.5625	0.7023652	34.41304	0.130045
59.1875	0.7129304	37.32609	0.1242619
58.9375	0.7119478	38.3913	0.1265369
69.0625	0.7097826	39.67391	0.1232641
65.8125	0.6996782	36.17391	0.1192083
72.75	0.6719261	36.28261	0.1189279
73.375	0.7392739	36.30435	0.1200227
72.375	0.7043652	36.69565	0.1179231
11.0625	0.5713826	12.84783	0.1470556
11.6875	0.5344695	12.26087	0.1498611
32	0.6769913	37.6087	0.1407611
44.0625	0.7366	40.80435	0.1327599
51.5625	0.7578	41.21739	0.135961
57.75	0.7220174	38.58696	0.1356201
54.375	0.7207	38.91304	0.1377429
46.25	0.7077522	41.73913	0.1384954
44.6875	0.7627304	42.06522	0.1341245
36.125	0.7247782	38.56522	0.1334754
24.375	0.5350609	12.28261	0.1332466
23.625	0.5298696	13.58696	0.1334375
23.4375	0.6674	33.30435	0.1346528
57.9375	0.7108696	42.23913	0.1287485
48.125	0.6687043	39.80435	0.1277976
13.0625	0.6044956	30	0.1421889
23	0.5898087	27.47826	0.1438924
14.625	0.5532696	14.32609	0.1532015
17.5625	0.5538565	14.95652	0.154053
16.6875	0.5787348	15.65217	0.1531586
16.25	0.5924522	14.80435	0.1512564
11.5	0.6078348	27.54348	0.1548786
21.5625	0.6944131	35.73913	0.1460375
33.5	0.6738435	36.47826	0.1352702
45.4375	0.6834	32.36956	0.1262617
60.125	0.6923783	36.04348	0.1179615
63.0625	0.7423609	38.30435	0.1206023
73.1875	0.7161565	34.95652	0.1225546
12.9375	0.6132957	15.86957	0.1419785
13.0625	0.5685348	13.28261	0.1465914
13.75	0.5823696	14.69565	0.1493618
18.375	0.657787	17.69565	0.1434611
37.3125	0.7109261	39.73913	0.1396326
48.1875	0.7383522	40.8913	0.1431213
50.9375	0.7353087	41.73913	0.1443761
50	0.7587957	43.06522	0.1416592
49.1875	0.7242261	45.34783	0.1427815
53.1875	0.7187826	46.36956	0.1404089
